# JD_UTC, Flux, Err, XShift, YShift, FWHM_X,  FWHM_Y, FWHM, SKY, AIRMASS, ExpTime
8.648465499640442431e+03 9.990460777932816949e-01 5.934627094929750303e-03 -3.299737515292324730e+01 6.647151501624138703e+00 2.600000000000000089e+00 2.600000000000000089e+00 2.600000000000000089e+00 1.535742868947458874e+03 1.034401300000000079e+00 2.000000000000000000e+01
8.648465845540631562e+03 9.989474854912950841e-01 5.986627578894227267e-03 -3.304388452886225025e+01 6.839927086463341688e+00 2.080000000000000071e+00 2.080000000000000071e+00 2.080000000000000071e+00 1.497679336044814590e+03 1.034869700000000003e+00 2.000000000000000000e+01
8.648466193740721792e+03 1.006472853390484090e+00 5.946997370617058618e-03 -3.265225873674665280e+01 6.392441670973222578e+00 2.580000000000000071e+00 2.580000000000000071e+00 2.580000000000000071e+00 1.615656156099759528e+03 1.035341499999999915e+00 2.000000000000000000e+01
8.648466539340559393e+03 1.005642446566593851e+00 5.953586616493897893e-03 -3.223770736862014985e+01 6.174961860363300303e+00 2.359999999999999876e+00 2.359999999999999876e+00 2.359999999999999876e+00 1.766487552852421004e+03 1.035811199999999932e+00 2.000000000000000000e+01
8.648466881740372628e+03 9.918287099150323582e-01 5.938771821585217200e-03 -3.281310247064946850e+01 6.061764203585111588e+00 2.270000000000000018e+00 2.270000000000000018e+00 2.270000000000000018e+00 1.918555501749227233e+03 1.036294100000000107e+00 2.000000000000000000e+01
8.648467229140456766e+03 9.963448763332966029e-01 5.911581706697996950e-03 -3.250521976345188335e+01 6.200623627547379613e+00 2.290000000000000036e+00 2.290000000000000036e+00 2.290000000000000036e+00 1.738411886697287173e+03 1.036781799999999976e+00 2.000000000000000000e+01
8.648467577140778303e+03 1.001019740832151950e+00 6.005646368197626803e-03 -3.270464895059774335e+01 6.029165807661119203e+00 2.350000000000000089e+00 2.350000000000000089e+00 2.350000000000000089e+00 1.407643953092805532e+03 1.037280299999999933e+00 2.000000000000000000e+01
8.648467928840778768e+03 1.002882754133369581e+00 6.053796457474324225e-03 -3.254748124342698645e+01 5.698736913911589319e+00 2.310000000000000053e+00 2.310000000000000053e+00 2.310000000000000053e+00 1.210496421059409386e+03 1.037777399999999961e+00 2.000000000000000000e+01
8.648468276240397245e+03 9.973202912875140935e-01 6.045000646752277627e-03 -3.253784875555352585e+01 5.519407408578055119e+00 2.919999999999999929e+00 2.919999999999999929e+00 2.919999999999999929e+00 1.160377092633928669e+03 1.038279799999999975e+00 2.000000000000000000e+01
8.648468624240718782e+03 1.006336957076921168e+00 6.063488346589311628e-03 -3.262732092888800395e+01 5.931777257185715690e+00 2.209999999999999964e+00 2.209999999999999964e+00 2.209999999999999964e+00 1.173100653009100370e+03 1.038786800000000010e+00 2.000000000000000000e+01
8.648468971640802920e+03 1.008866075432117926e+00 6.097301624593763278e-03 -3.242407251714350025e+01 5.646249388600443453e+00 2.259999999999999787e+00 2.259999999999999787e+00 2.259999999999999787e+00 1.103999868539663566e+03 1.039296900000000079e+00 2.000000000000000000e+01
8.648469318340532482e+03 1.009439522303293923e+00 6.108016039322773302e-03 -3.192438557383778175e+01 5.272381216615110944e+00 2.200000000000000178e+00 2.200000000000000178e+00 2.200000000000000178e+00 1.063016987894917520e+03 1.039813600000000005e+00 2.000000000000000000e+01
8.648469665640499443e+03 1.009926171356562374e+00 6.105804810644709611e-03 -3.189086645776098905e+01 5.277798034332611188e+00 2.209999999999999964e+00 2.209999999999999964e+00 2.209999999999999964e+00 1.098782117906507665e+03 1.040333500000000022e+00 2.000000000000000000e+01
8.648470012140460312e+03 1.008423419869648008e+00 6.079883884033965291e-03 -3.168586487822480180e+01 5.137983888060182025e+00 2.180000000000000160e+00 2.180000000000000160e+00 2.180000000000000160e+00 1.127119139283568074e+03 1.040859900000000060e+00 2.000000000000000000e+01
8.648470359540544450e+03 1.006689162016976669e+00 6.024546299505163273e-03 -3.131550925118582640e+01 5.161115279564490343e+00 2.450000000000000178e+00 2.450000000000000178e+00 2.450000000000000178e+00 1.248810611263736291e+03 1.041389799999999921e+00 2.000000000000000000e+01
8.648470706140622497e+03 1.005437508378795863e+00 6.015683457305510268e-03 -3.148511396135602780e+01 5.065074648175921013e+00 2.149999999999999911e+00 2.149999999999999911e+00 2.149999999999999911e+00 1.290155814034598279e+03 1.041925999999999908e+00 2.000000000000000000e+01
8.648471053440589458e+03 1.006201617396498271e+00 6.010069639823284460e-03 -3.136405198652665760e+01 4.897356672601385519e+00 2.410000000000000142e+00 2.410000000000000142e+00 2.410000000000000142e+00 1.308367207621480020e+03 1.042468200000000067e+00 2.000000000000000000e+01
8.648471402240451425e+03 1.001571626372981250e+00 6.059948434674841157e-03 -3.123510976938100825e+01 4.946754424126593719e+00 2.350000000000000089e+00 2.350000000000000089e+00 2.350000000000000089e+00 1.227885129153073422e+03 1.043014200000000002e+00 2.000000000000000000e+01
8.648471749640535563e+03 1.010823442126446592e+00 6.072813093097288381e-03 -3.086829216925652375e+01 4.696220177870530144e+00 1.899999999999999911e+00 1.899999999999999911e+00 1.899999999999999911e+00 1.275722245771806229e+03 1.043563999999999936e+00 2.000000000000000000e+01
8.648472096240613610e+03 1.016307376994985523e+00 6.071011186120751912e-03 -3.079644146594372600e+01 4.369213544405424088e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.284312655606112685e+03 1.044119999999999937e+00 2.000000000000000000e+01
8.648472443640697747e+03 1.003967567254122395e+00 6.050576982821353166e-03 -3.054911032875815735e+01 4.396948206555712169e+00 2.109999999999999876e+00 2.109999999999999876e+00 2.109999999999999876e+00 1.277703155852936106e+03 1.044679799999999936e+00 2.000000000000000000e+01
8.648472791040781885e+03 1.009653012228411972e+00 6.091357011288714256e-03 -3.026076474032559105e+01 4.325294232630467306e+00 2.359999999999999876e+00 2.359999999999999876e+00 2.359999999999999876e+00 1.157245820097870819e+03 1.045245600000000108e+00 2.000000000000000000e+01
8.648473138340748847e+03 1.010183214581956923e+00 6.086309226776153228e-03 -3.020912480616307505e+01 4.000461588849078431e+00 2.459999999999999964e+00 2.459999999999999964e+00 2.459999999999999964e+00 1.138044141161572725e+03 1.045815099999999997e+00 2.000000000000000000e+01
8.648473484840709716e+03 1.007671155707109190e+00 6.099327535913785445e-03 -3.031129841228107935e+01 4.193262257418790107e+00 2.250000000000000000e+00 2.250000000000000000e+00 2.250000000000000000e+00 1.146711129324776721e+03 1.046391000000000071e+00 2.000000000000000000e+01
8.648473832840565592e+03 1.006354458615494663e+00 6.115851999534905638e-03 -3.022804386013156730e+01 4.244747476263360575e+00 2.370000000000000107e+00 2.370000000000000107e+00 2.370000000000000107e+00 1.080014669900412173e+03 1.046970500000000026e+00 2.000000000000000000e+01
8.648474178740754724e+03 1.000029965506031182e+00 6.110542740785489431e-03 -3.042027534233344710e+01 4.038966063614729762e+00 2.490000000000000213e+00 2.490000000000000213e+00 2.490000000000000213e+00 1.037801898662860594e+03 1.047556600000000060e+00 2.000000000000000000e+01
8.648474526140373200e+03 1.011422314784619525e+00 6.141617066925659715e-03 -3.006135206956129835e+01 4.055732003935090368e+00 2.569999999999999840e+00 2.569999999999999840e+00 2.569999999999999840e+00 1.030639353322458874e+03 1.048144799999999988e+00 2.000000000000000000e+01
8.648474872740451247e+03 1.010535411532424543e+00 6.192773842409073429e-03 -2.972999690129206840e+01 3.982029338459392331e+00 2.500000000000000000e+00 2.500000000000000000e+00 2.500000000000000000e+00 9.192313131814474900e+02 1.048740999999999923e+00 2.000000000000000000e+01
8.648475220040418208e+03 1.015896957309375015e+00 6.213123465706779647e-03 -2.963861595405327165e+01 3.881317065312312131e+00 2.339999999999999858e+00 2.339999999999999858e+00 2.339999999999999858e+00 8.974825472988925412e+02 1.049342500000000067e+00 2.000000000000000000e+01
8.648475567540619522e+03 1.010414340083957141e+00 6.162332787018666783e-03 -2.935626388382125640e+01 3.902442062294090075e+00 2.350000000000000089e+00 2.350000000000000089e+00 2.350000000000000089e+00 1.089671443058894283e+03 1.049948499999999951e+00 2.000000000000000000e+01
8.648475914840586483e+03 1.002751259833904784e+00 6.023764536163133017e-03 -2.926554661006717950e+01 3.642355573046338613e+00 2.890000000000000124e+00 2.890000000000000124e+00 2.890000000000000124e+00 1.212324745932778114e+03 1.050559199999999915e+00 2.000000000000000000e+01
8.648476262240670621e+03 1.002575678817144267e+00 6.038007086111247222e-03 -2.905198065789191375e+01 3.458375836466694775e+00 2.729999999999999982e+00 2.729999999999999982e+00 2.729999999999999982e+00 1.264371690687242335e+03 1.051175799999999994e+00 2.000000000000000000e+01
8.648476609540637583e+03 1.005116468420165887e+00 6.095596096156744893e-03 -2.891204716609074410e+01 3.621132410489595888e+00 2.640000000000000124e+00 2.640000000000000124e+00 2.640000000000000124e+00 1.117064686534168914e+03 1.051795800000000058e+00 2.000000000000000000e+01
8.648476956640370190e+03 1.007868482754299189e+00 6.110991822805630566e-03 -2.876636941092354860e+01 3.325507184961340013e+00 2.669999999999999929e+00 2.669999999999999929e+00 2.669999999999999929e+00 1.145207189538976536e+03 1.052422799999999992e+00 2.000000000000000000e+01
8.648477303940802813e+03 1.007366035412659677e+00 5.983490752884379135e-03 -2.887612973726712795e+01 3.188605863969404819e+00 3.149999999999999911e+00 3.149999999999999911e+00 3.149999999999999911e+00 1.497665436126373606e+03 1.053053699999999981e+00 2.000000000000000000e+01
8.648477651340421289e+03 9.916507559838748653e-01 5.984011854876995599e-03 -2.833957747574691055e+01 3.106389674511584431e+00 2.459999999999999964e+00 2.459999999999999964e+00 2.459999999999999964e+00 1.668398538107400327e+03 1.053690900000000097e+00 2.000000000000000000e+01
8.648477998640388250e+03 9.989766648316968922e-01 5.977060059668496891e-03 -2.854064253922347305e+01 3.134037038782140794e+00 2.529999999999999805e+00 2.529999999999999805e+00 2.529999999999999805e+00 1.795959396194625697e+03 1.054331399999999919e+00 2.000000000000000000e+01
8.648478345240466297e+03 9.920050409228413635e-01 5.954098449573203868e-03 -2.835308754051124680e+01 3.004414432651393962e+00 2.549999999999999822e+00 2.549999999999999822e+00 2.549999999999999822e+00 1.883912998744419610e+03 1.054979300000000064e+00 2.000000000000000000e+01
8.648478693340439349e+03 9.879956219041260423e-01 5.947508192278579131e-03 -2.836542360075227620e+01 2.924380585387512888e+00 2.569999999999999840e+00 2.569999999999999840e+00 2.569999999999999840e+00 1.968187265249398934e+03 1.055630300000000021e+00 2.000000000000000000e+01
8.648479039240628481e+03 1.003139371497447474e+00 5.954455663163795570e-03 -2.829897937145861775e+01 2.622801109984680856e+00 2.509999999999999787e+00 2.509999999999999787e+00 2.509999999999999787e+00 1.927889905992445165e+03 1.056287999999999894e+00 2.000000000000000000e+01
8.648479386640712619e+03 9.868256781078520445e-01 5.956256202177066805e-03 -2.831410066374055745e+01 2.828349469782232006e+00 2.450000000000000178e+00 2.450000000000000178e+00 2.450000000000000178e+00 1.840628501137534386e+03 1.056948800000000022e+00 2.000000000000000000e+01
8.648479733340442181e+03 1.001512418362416224e+00 5.954291120000792734e-03 -2.713975692581344390e+01 3.325310120215782650e+00 2.899999999999999911e+00 2.899999999999999911e+00 2.899999999999999911e+00 1.765934252393114775e+03 1.057617199999999924e+00 2.000000000000000000e+01
8.648480080640409142e+03 9.995354471630449877e-01 5.955167815724920696e-03 -2.687925108186491130e+01 3.063428029909238681e+00 2.759999999999999787e+00 2.759999999999999787e+00 2.759999999999999787e+00 1.771247381524725370e+03 1.058288300000000071e+00 2.000000000000000000e+01
8.648480427040718496e+03 1.000607623044313499e+00 5.930504323098505920e-03 -2.655787667075356140e+01 2.892331657828865588e+00 3.120000000000000107e+00 3.120000000000000107e+00 3.120000000000000107e+00 1.751012571900755574e+03 1.058967400000000003e+00 2.000000000000000000e+01
8.648480774340685457e+03 9.995630200236381713e-01 5.924795345457070130e-03 -2.719707698612422675e+01 3.102841670696551812e+00 3.220000000000000195e+00 3.220000000000000195e+00 3.220000000000000195e+00 1.651918686416122910e+03 1.059649800000000086e+00 2.000000000000000000e+01
8.648481120940763503e+03 9.939459752983427210e-01 5.970285495187246765e-03 -2.688514675936855980e+01 2.742885317121233069e+00 2.790000000000000036e+00 2.790000000000000036e+00 2.790000000000000036e+00 1.728023322136847582e+03 1.060339799999999943e+00 2.000000000000000000e+01
8.648481469040736556e+03 9.948123928192863508e-01 5.957983401731939410e-03 -2.671843199677519820e+01 2.554865512219103962e+00 2.549999999999999822e+00 2.549999999999999822e+00 2.549999999999999822e+00 1.733507147149725370e+03 1.061033099999999951e+00 2.000000000000000000e+01
8.648481815640348941e+03 9.956773462559082022e-01 5.945336018144587245e-03 -2.639474017803485495e+01 3.009057464180411756e+00 2.759999999999999787e+00 2.759999999999999787e+00 2.759999999999999787e+00 1.557728046123798094e+03 1.061733400000000049e+00 2.000000000000000000e+01
8.648482163040433079e+03 9.984285630730775907e-01 5.949776426642254881e-03 -2.582853681962568615e+01 2.541217122759138025e+00 2.729999999999999982e+00 2.729999999999999982e+00 2.729999999999999982e+00 1.470260518168355020e+03 1.062440999999999969e+00 2.000000000000000000e+01
8.648482511040754616e+03 9.968991868460378436e-01 5.951562770228644404e-03 -2.549888007195441375e+01 2.861371952098804350e+00 2.990000000000000213e+00 2.990000000000000213e+00 2.990000000000000213e+00 1.391216723096239775e+03 1.063151699999999922e+00 2.000000000000000000e+01
8.648482858540490270e+03 1.006274507564318910e+00 6.045635776832475675e-03 -2.523537344460958920e+01 2.701480414841201494e+00 2.350000000000000089e+00 2.350000000000000089e+00 2.350000000000000089e+00 1.243588813530219795e+03 1.063865999999999978e+00 2.000000000000000000e+01
8.648483205140568316e+03 1.007167457410337308e+00 6.107409975393949912e-03 -2.548831201909662525e+01 2.758898148169884212e+00 2.310000000000000053e+00 2.310000000000000053e+00 2.310000000000000053e+00 1.150544744805975370e+03 1.064588300000000043e+00 2.000000000000000000e+01
8.648483553240541369e+03 1.005382251192222132e+00 6.090609768943794355e-03 -2.492019896454863570e+01 2.538208343170501369e+00 2.589999999999999858e+00 2.589999999999999858e+00 2.589999999999999858e+00 1.067304657988495819e+03 1.065314499999999942e+00 2.000000000000000000e+01
8.648483899640385062e+03 1.003837239265030767e+00 5.970603443368495238e-03 -2.386310082739526095e+01 2.094927682981386319e+00 3.299999999999999822e+00 3.299999999999999822e+00 3.299999999999999822e+00 9.961931467580271828e+02 1.066047699999999931e+00 2.000000000000000000e+01
8.648484247640706599e+03 1.004752095369207732e+00 5.955218215523369954e-03 -2.406280257675673795e+01 2.690341215867262825e+00 3.509999999999999787e+00 3.509999999999999787e+00 3.509999999999999787e+00 1.017539690960894518e+03 1.066784500000000024e+00 2.000000000000000000e+01
8.648484594340436161e+03 1.007463513106368946e+00 6.142825023806414500e-03 -2.537230321863195570e+01 2.253534977252666938e+00 2.649999999999999911e+00 2.649999999999999911e+00 2.649999999999999911e+00 9.338238914405906144e+02 1.067528699999999997e+00 2.000000000000000000e+01
8.648484942340757698e+03 1.002570927018117342e+00 6.076716205236577968e-03 -2.527917908050201845e+01 1.709109484494387488e+00 2.859999999999999876e+00 2.859999999999999876e+00 2.859999999999999876e+00 1.005988027048634990e+03 1.068276000000000003e+00 2.000000000000000000e+01
8.648485289040487260e+03 1.009772658480500684e+00 6.064982684460945399e-03 -2.499459704723986775e+01 1.732394616682450872e+00 2.279999999999999805e+00 2.279999999999999805e+00 2.279999999999999805e+00 1.196706532237293914e+03 1.069030799999999948e+00 2.000000000000000000e+01
8.648485636340454221e+03 1.001032441786110061e+00 5.988004630695235517e-03 -2.550418987902966350e+01 1.668859680930336653e+00 2.470000000000000195e+00 2.470000000000000195e+00 2.470000000000000195e+00 1.285274985512534386e+03 1.069789300000000054e+00 2.000000000000000000e+01
8.648485982940532267e+03 1.001917282046263402e+00 6.094768459890767369e-03 -2.518647967328082160e+01 1.457485628652048559e+00 3.169999999999999929e+00 3.169999999999999929e+00 3.169999999999999929e+00 1.067639085036057622e+03 1.070555700000000110e+00 2.000000000000000000e+01
8.648486330440733582e+03 1.009690364141592189e+00 6.111847781195918830e-03 -2.513368074186555745e+01 1.548252786908830947e+00 2.629999999999999893e+00 2.629999999999999893e+00 2.629999999999999893e+00 1.217373264186984898e+03 1.071326599999999907e+00 2.000000000000000000e+01
8.648486677740700543e+03 9.979112760624510026e-01 5.992825488610288749e-03 -2.486109924316406250e+01 1.399276502839811531e+00 2.709999999999999964e+00 2.709999999999999964e+00 2.709999999999999964e+00 1.548356158246050882e+03 1.072103699999999993e+00 2.000000000000000000e+01
8.648487025840673596e+03 9.971133328265397999e-01 5.976936195085280797e-03 -2.496994529975639665e+01 1.231484098748846456e+00 2.839999999999999858e+00 2.839999999999999858e+00 2.839999999999999858e+00 1.612742635538289733e+03 1.072893000000000097e+00 2.000000000000000000e+01
8.648487375940661877e+03 1.008221015959829714e+00 6.010912910937528733e-03 -2.503179545978923315e+01 1.200087746421059309e+00 2.459999999999999964e+00 2.459999999999999964e+00 2.459999999999999964e+00 1.623475337772578996e+03 1.073681399999999897e+00 2.000000000000000000e+01
8.648487723240628839e+03 9.931507383835923575e-01 5.972161038742613420e-03 -2.496848431262341350e+01 1.017431657392900091e+00 2.520000000000000018e+00 2.520000000000000018e+00 2.520000000000000018e+00 1.928478706108344795e+03 1.074475899999999928e+00 2.000000000000000000e+01
8.648488071340601891e+03 9.909104421686421027e-01 5.955899633962302535e-03 -2.471200268085186380e+01 1.053776185591142278e+00 2.620000000000000107e+00 2.620000000000000107e+00 2.620000000000000107e+00 1.921206376631181229e+03 1.075275500000000051e+00 2.000000000000000000e+01
8.648488418640568852e+03 9.997735714212532265e-01 5.968935420995508286e-03 -2.490793509011740170e+01 1.015607645223428834e+00 2.250000000000000000e+00 2.250000000000000000e+00 2.250000000000000000e+00 1.888061992938701906e+03 1.076081899999999925e+00 2.000000000000000000e+01
8.648488766740541905e+03 9.962119559971135407e-01 5.959652825863431640e-03 -2.465031407953618725e+01 1.023037082546359944e+00 2.319999999999999840e+00 2.319999999999999840e+00 2.319999999999999840e+00 1.737942585368732807e+03 1.076893000000000100e+00 2.000000000000000000e+01
8.648489114040508866e+03 1.001195423469315227e+00 5.984005854525097090e-03 -2.450073778760302190e+01 7.910680770874023438e-01 2.350000000000000089e+00 2.350000000000000089e+00 2.350000000000000089e+00 1.755255917056576209e+03 1.077718699999999918e+00 2.000000000000000000e+01
8.648489465740509331e+03 9.982708194373426380e-01 5.965213067343950321e-03 -2.433106986244956360e+01 6.963357191819411485e-01 2.839999999999999858e+00 2.839999999999999858e+00 2.839999999999999858e+00 1.953063154618818771e+03 1.078541399999999983e+00 2.000000000000000000e+01
8.648489813140593469e+03 9.992613430790193707e-01 5.955387148899058368e-03 -2.470188836736993565e+01 9.923542882059956938e-01 2.450000000000000178e+00 2.450000000000000178e+00 2.450000000000000178e+00 1.951792685707846886e+03 1.079370600000000069e+00 2.000000000000000000e+01
8.648490160540677607e+03 9.968623681063977227e-01 5.967759234559409653e-03 -2.418114672650347785e+01 6.518699520236843625e-01 2.450000000000000178e+00 2.450000000000000178e+00 2.450000000000000178e+00 1.708523340916895677e+03 1.080204500000000012e+00 2.000000000000000000e+01
8.648490508640650660e+03 9.976609760104060420e-01 5.996975550653088106e-03 -2.416945597889659325e+01 7.611133344880827156e-01 2.399999999999999911e+00 2.399999999999999911e+00 2.399999999999999911e+00 1.523149208823403114e+03 1.081041600000000047e+00 2.000000000000000000e+01
8.648490854440722615e+03 1.000846569280699816e+00 5.999875609861750510e-03 -2.393989562988281250e+01 7.376058494651710484e-01 2.390000000000000124e+00 2.390000000000000124e+00 2.390000000000000124e+00 1.550923392159598279e+03 1.081887400000000055e+00 2.000000000000000000e+01
8.648491202440578490e+03 9.964773561220611198e-01 5.939913633861359891e-03 -2.329337579077416720e+01 8.786594369909265234e-01 2.700000000000000178e+00 2.700000000000000178e+00 2.700000000000000178e+00 1.620932238903674488e+03 1.082737300000000014e+00 2.000000000000000000e+01
8.648491549040656537e+03 1.001304372295250600e+00 5.946303157916177536e-03 -2.371978835221175430e+01 8.267653643429934140e-01 2.759999999999999787e+00 2.759999999999999787e+00 2.759999999999999787e+00 1.596591617123111291e+03 1.083594900000000028e+00 2.000000000000000000e+01
8.648491896440740675e+03 1.007352678111277600e+00 5.943713225036258499e-03 -2.361759479229266745e+01 9.037621257069347047e-01 2.339999999999999858e+00 2.339999999999999858e+00 2.339999999999999858e+00 1.595710359342805532e+03 1.084459499999999910e+00 2.000000000000000000e+01
8.648492244640365243e+03 1.006856784136704874e+00 5.956390551312581300e-03 -2.329073174445183625e+01 8.894380841936383453e-01 2.240000000000000213e+00 2.240000000000000213e+00 2.240000000000000213e+00 1.593355801425137315e+03 1.085329500000000058e+00 2.000000000000000000e+01
8.648492592140566558e+03 9.988969140911081457e-01 5.959460487418316403e-03 -2.303023176926832960e+01 9.058577254578307203e-01 2.419999999999999929e+00 2.419999999999999929e+00 2.419999999999999929e+00 1.743312435611263709e+03 1.086202899999999971e+00 2.000000000000000000e+01
8.648492939440533519e+03 1.002484373012180185e+00 5.961090971563554053e-03 -2.276384986625922835e+01 1.011572303352775259e+00 2.160000000000000142e+00 2.160000000000000142e+00 2.160000000000000142e+00 1.650351883102249303e+03 1.087084200000000056e+00 2.000000000000000000e+01
