hjd,lc,fwhm_x,fwhm_y,airmass,fwhm
2457303.80495,2807.67141695,971.970214844,948.053527832,2.62621903419,3.51999998093
2457303.80571,2842.22551673,971.912536621,948.32989502,2.65281844139,3.46000003815
2457303.80647,2825.37347623,971.911743164,947.855957031,2.6799902916,3.69000005722
2457303.80723,2834.60770517,971.568359375,948.04296875,2.70780324936,3.54999995232
2457303.80799,2835.09072255,972.184082031,948.021179199,2.73621892929,3.75
2457303.80875,2828.63422854,972.660217285,947.887512207,2.76527285576,3.61999988556
2457303.80951,2864.16116882,972.893310547,948.465148926,2.79500389099,3.83999991417
2457303.81027,2814.16419382,973.049560547,947.825927734,2.82546854019,3.72000002861
2457303.81104,2875.35339712,972.93371582,948.135620117,2.85666513443,3.74000000954
2457303.8118,2825.80547812,972.598022461,947.907836914,2.88854050636,3.55999994278
2457303.81256,2845.42756276,973.371765137,948.016784668,2.92121982574,3.58999991417
2457303.81332,2858.5151346,972.912780762,948.049072266,2.95471596718,3.67000007629
2457303.81408,2822.89822522,972.666137695,947.882263184,2.98932480812,3.51999998093
2457303.81484,2824.66965688,972.845031738,947.955932617,3.02444171906,3.8599998951
2457303.8156,2847.08235011,972.53515625,948.241699219,3.06053113937,3.78999996185
2457303.81636,2820.51386343,972.142822266,947.783874512,3.0974817276,3.56999993324
2457303.81712,2858.83614058,972.387268066,947.891174316,3.13549590111,3.47000002861
2457303.8179,2857.59670918,972.347167969,947.907531738,3.17514514923,3.6099998951
2457303.81869,2865.57669976,972.048095703,947.957824707,3.21687698364,3.75
2457303.81945,2824.48489195,971.332519531,947.709777832,3.2579562664,3.8599998951
2457303.82021,2821.60992456,971.631469727,947.905029297,3.30020046234,3.78999996185
2457303.82097,2848.9653821,971.468139648,947.668029785,3.34357476234,3.91000008583
2457303.82173,2842.73720764,970.738220215,947.850585938,3.43138504028,3.96000003815
2457303.82551,2782.98558144,971.570922852,948.507263184,3.62981247902,4.05999994278
2457303.82627,2834.11242641,970.96282959,947.768615723,3.68276929855,4.11999988556
2457303.82703,2801.95629055,971.329406738,947.522888184,3.7373726368,4.01999998093
2457303.82779,2722.65798359,970.676025391,948.045837402,3.79358768463,4.07999992371
2457308.72341,2833.74573512,971.473937988,949.081176758,1.46952188015,3.25999999046
2457308.72417,2859.85417221,971.809997559,948.746582031,1.47565209866,3.45000004768
2457308.72494,2854.84156417,970.835144043,948.789306641,1.48196434975,3.72000002861
2457308.72573,2832.64125963,970.477600098,948.543273926,1.48851835728,3.93000006676
2457308.72649,2827.21063442,970.165527344,948.487243652,1.49489426613,3.94000005722
2457308.72725,2838.0819244,970.188964844,948.348388672,1.50138926506,4.23999977112
2457308.72801,2838.8266975,970.936828613,949.02734375,1.50796627998,4.44000005722
2457308.72877,2845.85390442,970.468078613,948.324462891,1.51459610462,3.94000005722
2457308.72953,2847.09940749,970.321044922,948.621887207,1.5213354826,4.13999986649
2457308.73029,2826.79293075,970.573547363,948.360534668,1.528170228,3.86999988556
2457308.73105,2838.94547391,970.003051758,948.408996582,1.53510522842,3.70000004768
2457308.73181,2845.71868874,970.724365234,948.388061523,1.54214060307,3.66000008583
2457308.73257,2842.21459077,970.928649902,948.393249512,1.54927647114,4.03000020981
2457308.73333,2853.5754631,970.71673584,948.489562988,1.55650031567,3.99000000954
2457308.73409,2835.65598674,970.989318848,948.397338867,1.56382167339,4.13000011444
2457308.73485,2839.74630564,971.463989258,948.308410645,1.57127773762,3.88000011444
2457308.73562,2855.48324296,971.775695801,948.439880371,1.57883524895,4.21000003815
2457308.73638,2836.61081497,972.433288574,948.208984375,1.58648467064,4.09000015259
2457308.73715,2852.41914714,970.549438477,948.342346191,1.5943582058,3.80999994278
2457308.73791,2839.51061753,971.375244141,948.688171387,1.60220623016,4.25
2457308.73867,2830.53026497,971.665710449,948.167724609,1.61021888256,3.70000004768
2457308.73943,2858.80224998,972.299987793,948.228515625,1.61831653118,4.38999986649
2457308.74019,2849.34970653,972.015380859,948.349487305,1.62652444839,4.23000001907
2457308.74096,2836.42353703,972.619384766,947.926757812,1.63486254215,4.15000009537
2457308.74173,2851.26523107,971.903564453,948.117919922,1.64345026016,4.09000015259
2457308.74249,2874.15996863,972.708374023,948.483459473,1.65200459957,4.48000001907
2457308.74325,2833.4134671,971.469848633,948.084777832,1.66070866585,3.95000004768
2457308.74401,2858.14704089,971.35723877,948.470947266,1.66952061653,4.34999990463
2457308.74477,2843.542453,971.749572754,948.403869629,1.67848110199,4.30000019073
2457308.74553,2845.03686197,972.006896973,948.308105469,1.68756496906,4.67000007629
2457308.74629,2832.73659111,972.046142578,948.488891602,1.69680941105,4.57000017166
2457308.74705,2845.89533368,971.120849609,948.473999023,1.70618867874,4.78000020981
2457308.74781,2835.29274855,971.167419434,948.22668457,1.71569657326,4.67999982834
2457308.74859,2858.16862614,971.439208984,948.870300293,1.72549843788,4.80000019073
2457308.74938,2864.51968171,971.869995117,948.117736816,1.73568928242,4.44000005722
2457308.75014,2858.82202667,971.655639648,948.04901123,1.74562180042,4.17000007629
2457308.7509,2866.25147739,971.732666016,948.205688477,1.75570690632,4.26999998093
2457308.75166,2860.12072603,972.09375,948.051879883,1.76594340801,4.15000009537
2457308.75241,2860.91932204,971.664855957,948.619384766,1.77632951736,4.36000013351
2457308.75318,2878.00373803,972.414367676,947.940979004,1.78689205647,4.40000009537
2457308.75615,2849.73780293,969.999145508,953.052001953,1.82987451553,3.56999993324
2457308.75693,2870.83341225,973.24822998,948.34753418,1.84149360657,3.46000003815
2457308.75769,2858.07197309,972.721679688,948.385437012,1.85309064388,3.49000000954
2457308.75845,2855.36543841,973.012573242,948.219055176,1.86486434937,3.28999996185
2457308.75921,2862.53417758,973.105834961,948.476989746,1.87686252594,3.30999994278
2457308.76001,2847.70160584,973.693725586,947.961181641,1.88959419727,3.3599998951
2457308.76076,2842.36061486,972.334289551,948.106811523,1.90185928345,3.20000004768
2457308.76153,2846.8714366,972.62890625,947.989807129,1.91463553905,3.19000005722
2457308.76229,2844.01849018,972.318847656,947.867980957,1.92738378048,3.43000006676
2457308.76305,2858.05625804,971.484558105,948.046020508,1.94037640095,3.73000001907
2457308.76381,2873.82763857,971.85760498,948.449401855,1.95359361172,3.3900001049
2457308.76457,2851.14054656,971.428283691,947.912353516,1.96702671051,3.27999997139
2457308.76534,2855.13111683,971.073974609,947.992797852,1.98090398312,3.61999988556
2457308.7661,2850.44362213,970.615783691,948.273681641,1.99478769302,3.91000008583
2457308.76686,2873.99388478,970.920349121,948.082580566,2.0089070797,3.6099998951
2457308.76763,2855.9871353,970.316711426,948.120422363,2.02343273163,3.50999999046
2457308.76839,2868.71492016,970.828857422,948.176025391,2.03812813759,3.44000005722
2457308.76915,2853.02228226,970.668640137,948.084289551,2.05301403999,3.27999997139
2457308.76991,2874.44613933,970.912414551,947.921936035,2.06815862656,3.70000004768
2457308.77067,2847.1308059,970.944213867,948.308227539,2.08356809616,3.95000004768
2457308.77143,2874.55396758,970.788085938,947.904602051,2.09924936295,3.79999995232
2457308.77219,2855.98055257,970.424133301,947.972290039,2.11519312859,3.76999998093
2457308.77295,2850.67286346,970.810974121,947.623168945,2.13143658638,3.84999990463
2457308.77371,2837.50232266,970.705505371,948.405700684,2.14801049232,4.09999990463
2457308.77447,2854.22594325,970.176025391,947.989990234,2.16484570503,3.90000009537
2457308.77523,2883.94851526,970.839355469,947.823608398,2.18203735352,4.03999996185
2457308.77599,2854.50900671,970.511413574,948.107727051,2.19951653481,3.92000007629
2457308.77675,2845.29910701,971.095458984,948.075622559,2.21730899811,3.61999988556
2457308.77751,2863.14760661,970.920593262,948.002441406,2.23543810844,3.79999995232
2457308.77827,2852.63267455,971.528503418,948.142456055,2.25393295288,3.74000000954
2457308.77904,2841.79334286,971.325134277,947.942993164,2.27288150787,3.77999997139
2457308.7798,2860.34151855,970.469665527,948.132263184,2.2920832634,3.91000008583
2457308.78056,2853.69526188,972.357421875,948.199768066,2.31166744232,3.70000004768
2457308.78132,2847.80443257,971.208068848,948.198059082,2.33166217804,3.68000006676
2457308.78208,2848.55464877,971.692016602,948.135803223,2.35198760033,3.57999992371
2457308.78284,2842.75925122,970.971862793,948.10723877,2.37276101112,3.69000005722
2457308.78359,2846.97977167,972.185852051,947.972351074,2.39389944077,3.70000004768
2457308.80312,2854.89510448,969.444030762,952.274353027,3.13078093529,4.01999998093
2457308.8039,2858.34207629,971.881530762,948.019714355,3.17095756531,4.17000007629
2457308.80467,2854.3108455,971.505432129,948.036560059,3.21105790138,4.21000003815
2457308.80543,2850.96184829,971.181884766,948.082458496,3.27481937408,4.13999986649
2457308.80661,2846.69662271,970.347717285,948.404052734,3.31748342514,4.32999992371
2457308.80737,2841.75531377,971.267822266,947.732055664,3.36130619049,4.44000005722
2457308.80813,2868.22736982,970.682250977,947.855163574,3.4065413475,4.42999982834
2457308.80889,2848.22045101,970.251098633,948.181945801,3.45292210579,4.55999994278
2457308.80964,2836.70294317,971.23651123,947.566162109,3.50049591064,4.46999979019
2457308.8104,2864.49148467,971.43145752,947.563232422,3.54958581924,4.17000007629
2457308.81116,2828.83651582,971.337036133,947.802856445,3.60013127327,4.36000013351
2457308.81192,2848.99196522,971.018737793,947.305603027,3.65217757225,4.38999986649
2457308.81268,2871.97116482,970.598449707,947.96472168,3.70590925217,4.32000017166
2457308.81346,2843.2690078,971.626525879,947.718200684,3.76202368736,4.40999984741
2457311.52015,2856.17842539,1013.59179688,922.388305664,1.22924268246,0.0
2457311.52112,2854.17582105,1014.43438721,922.734680176,1.22588610649,4.17999982834
2457311.52188,2856.66076059,1012.64416504,922.74810791,1.22300541401,3.67000007629
2457311.52266,2845.81184347,1014.25543213,922.470275879,1.22021412849,0.0
2457311.52342,2859.73487627,1013.20751953,922.388000488,1.21746563911,0.0
2457311.52418,2874.61093394,1012.07116699,922.50189209,1.21475815773,3.78999996185
2457311.52493,2863.96245786,1015.78009033,922.793151855,1.21208691597,3.25
2457311.52565,2862.03880335,1016.33776855,922.843994141,1.20958769321,3.55999994278
2457311.52637,2867.11024475,1016.74945068,923.14831543,1.20712161064,0.0
2457311.52714,2870.27167303,1012.2590332,922.807739258,1.20454728603,3.41000008583
2457311.5279,2839.9548982,1014.46069336,922.402099609,1.20201051235,3.33999991417
2457311.52869,2838.92397934,1014.59088135,922.809875488,1.19943034649,3.65000009537
2457311.52945,2835.09254302,1014.19519043,922.20135498,1.19697809219,3.26999998093
2457311.5302,2858.59018426,1013.60540771,922.706665039,1.1945772171,3.32999992371
2457311.53096,2841.86472767,1012.88232422,922.579528809,1.19219648838,3.36999988556
2457311.53172,2850.49990932,1013.65234375,922.495056152,1.18985652924,2.94000005722
2457311.53248,2863.51881648,1014.07958984,922.237792969,1.18754720688,2.86999988556
2457311.53324,2866.12702512,1012.8729248,922.730529785,1.18526291847,2.86999988556
2457311.534,2852.69370118,1014.54486084,922.586181641,1.18300783634,3.08999991417
2457311.53477,2858.1962794,1014.74688721,922.359008789,1.18078398705,3.27999997139
2457311.53549,2834.96831021,1015.26800537,922.452453613,1.17872393131,3.13000011444
2457311.53621,2848.15635428,1015.24169922,922.565979004,1.176689744,3.18000006676
2457311.53693,2857.72988971,1015.98468018,922.409606934,1.174690485,2.98000001907
2457311.53765,2842.19768706,1016.59405518,922.550292969,1.17271244526,3.22000002861
2457311.53841,2849.8955172,1013.76159668,922.3359375,1.17066550255,3.01999998093
2457311.53916,2855.79922758,1014.16467285,922.22277832,1.16865575314,3.02999997139
2457311.53992,2857.26839276,1013.55743408,922.558837891,1.16666471958,2.96000003815
2457311.54068,2846.7033131,1014.31445312,922.295959473,1.16471540928,3.06999993324
2457311.54145,2856.17433379,1013.68127441,922.303833008,1.16276657581,2.93000006676
2457311.54222,2854.22455777,1013.29956055,922.170898438,1.16087388992,3.02999997139
2457311.54298,2840.71595309,1013.43804932,922.184875488,1.15901422501,2.97000002861
2457311.54374,2868.45700303,1014.04486084,922.199401855,1.15717291832,3.18000006676
2457311.5445,2856.08737064,1013.87512207,922.650756836,1.15537893772,3.25999999046
2457311.54525,2848.00161577,1012.93359375,922.934509277,1.15362358093,3.08999991417
2457311.54601,2864.15440667,1012.99542236,922.140686035,1.151892066,3.06999993324
2457311.54677,2842.73630377,1013.60400391,922.13470459,1.15018439293,2.98000001907
2457311.54753,2852.31685037,1013.98516846,922.271850586,1.14850521088,3.0
2457311.54829,2854.78274904,1013.55181885,922.295837402,1.14686608315,3.17000007629
2457311.54905,2850.93536789,1012.4105835,922.515014648,1.14525437355,3.05999994278
2457311.54981,2850.82162163,1013.94311523,922.905761719,1.14366614819,3.0
2457311.5529,2867.28687507,1014.77832031,922.83984375,1.13750076294,3.06999993324
2457311.55366,2840.52658074,1014.04974365,922.681884766,1.13606131077,2.92000007629
2457311.55442,2850.01649287,1014.89996338,921.976501465,1.13466000557,2.82999992371
2457311.55514,2860.89094367,1015.96282959,921.760437012,1.13334667683,2.8599998951
2457311.55586,2864.97552504,1016.40661621,921.457336426,1.13205778599,2.82999992371
2457311.55662,2860.99950302,1014.32165527,922.4921875,1.13072943687,2.72000002861
2457311.55738,2853.65345953,1013.83416748,922.11151123,1.12942421436,2.86999988556
2457311.55813,2834.48115356,1014.11138916,922.307617188,1.12815189362,2.80999994278
2457311.55889,2857.30088985,1015.21069336,922.250854492,1.12690281868,2.88000011444
2457311.55961,2869.47677548,1015.65582275,922.188659668,1.12574422359,2.86999988556
2457311.56033,2872.49843233,1016.63653564,922.003417969,1.12461280823,2.97000002861
2457311.56109,2834.26643316,1014.26074219,922.24810791,1.12344193459,2.84999990463
2457311.56185,2849.71202946,1013.80108643,922.319458008,1.12229788303,2.83999991417
2457311.56261,2864.73139402,1013.26342773,922.567932129,1.12118017673,2.96000003815
2457311.56337,2857.02827978,1014.57562256,921.99407959,1.12008941174,2.90000009537
2457311.56413,2836.0781538,1013.47521973,922.220153809,1.11903083324,2.91000008583
2457311.56489,2854.05569521,1014.02807617,922.307861328,1.1179920435,2.76999998093
2457311.56565,2856.39350541,1014.2008667,922.30291748,1.11698520184,2.97000002861
2457311.5664,2864.37404247,1014.42974854,922.432373047,1.11600160599,3.0
2457311.56716,2845.66087704,1014.15649414,922.5234375,1.11504125595,2.8900001049
2457311.56792,2835.9172852,1014.92102051,922.378723145,1.11410903931,3.0
2457311.56864,2848.84924621,1015.32958984,922.380981445,1.11324632168,3.0
2457311.56936,2851.24433425,1015.00860596,922.38494873,1.11240851879,3.02999997139
2457311.57009,2868.92432814,1015.55072021,922.246765137,1.11159181595,3.08999991417
2457311.57081,2853.44772621,1015.69244385,922.258911133,1.1108007431,3.19000005722
2457311.57152,2865.44742895,1016.1862793,922.347351074,1.11003386974,3.24000000954
2457311.57224,2866.21393145,1016.4074707,922.205688477,1.10928678513,3.08999991417
2457311.57299,2867.2971613,1016.70227051,922.010314941,1.10853338242,2.99000000954
2457311.57375,2856.71980154,1013.9473877,922.279296875,1.10779762268,3.00999999046
2457311.57451,2846.03879191,1013.57623291,922.529052734,1.10708367825,3.21000003815
2457311.57527,2841.37940975,1013.31933594,922.403076172,1.10639476776,3.01999998093
2457311.57603,2847.48854126,1014.06982422,922.416381836,1.10573208332,3.1099998951
2457311.57679,2853.71894778,1013.54187012,922.358947754,1.10509335995,3.13000011444
2457311.57755,2843.56184709,1013.35858154,922.438659668,1.10447871685,3.30999994278
2457311.57831,2847.17876111,1014.08746338,922.655212402,1.10389125347,2.96000003815
2457311.57907,2860.27579027,1013.79223633,922.342346191,1.10332930088,2.86999988556
2457311.57983,2849.84578662,1013.98156738,922.314941406,1.10278785229,3.00999999046
2457311.58059,2832.54879015,1014.23553467,921.906860352,1.1022746563,2.96000003815
2457311.58135,2846.05694949,1015.11700439,922.230712891,1.10178124905,2.8599998951
2457311.58207,2863.49736894,1015.31604004,922.100158691,1.10133993626,3.22000002861
2457311.58279,2845.01764023,1015.84655762,921.978271484,1.10091936588,3.07999992371
2457311.58354,2866.41839303,1016.9753418,921.811828613,1.1005012989,3.05999994278
2457311.5867,2859.38198458,1013.73529053,922.78314209,1.09901714325,2.8900001049
2457311.58745,2839.08850335,1013.42871094,922.342651367,1.09872233868,2.78999996185
2457311.58822,2846.81142764,1013.74536133,922.182983398,1.09845101833,2.75999999046
2457311.58897,2858.66413792,1014.06231689,922.12286377,1.09820413589,2.95000004768
2457311.58973,2862.31470049,1013.67828369,922.18182373,1.0979809761,2.79999995232
2457311.59049,2855.5091951,1013.84472656,922.251953125,1.09778165817,2.74000000954
2457311.59125,2860.17051019,1014.35455322,922.568908691,1.09760522842,2.65000009537
2457311.59201,2847.1077916,1015.09655762,923.053161621,1.09745264053,2.69000005722
2457311.59273,2855.41172448,1015.7666626,922.646911621,1.0973315239,2.75
2457311.59345,2858.38991914,1015.88726807,922.659912109,1.0972315073,2.82999992371
2457311.5942,2852.16209003,1015.89666748,922.509033203,1.09715032578,2.98000001907
2457311.59492,2861.37721266,1016.465271,922.121337891,1.09709429741,2.91000008583
2457311.59568,2832.98595026,1012.8571167,922.104736328,1.09705841541,2.84999990463
2457311.59882,2841.03896103,971.672058105,948.452026367,1.09718334675,3.76999998093
2457311.59958,2844.43544718,969.609008789,947.799072266,1.09727060795,3.56999993324
2457311.6003,2862.77125077,969.425415039,948.066650391,1.09737634659,3.97000002861
2457311.60101,2851.26547475,969.90222168,948.084716797,1.09750449657,3.68000006676
2457311.60177,2849.21460792,971.439025879,947.561828613,1.09766125679,3.32999992371
2457311.60253,2844.09100065,970.979309082,948.015563965,1.09784317017,3.50999999046
2457311.60329,2853.89497573,967.883850098,948.368347168,1.09804701805,3.34999990463
2457311.60405,2850.97102466,970.06817627,947.758483887,1.09827673435,3.75
2457311.60481,2849.54794916,969.957458496,948.065673828,1.0985301733,3.59999990463
2457311.60557,2848.81619171,971.567138672,948.103942871,1.09880793095,3.34999990463
2457311.60633,2857.45074978,969.848083496,948.022399902,1.09911060333,3.28999996185
2457311.60709,2850.15711073,971.799926758,948.172729492,1.09943425655,3.32999992371
2457311.60785,2855.84009711,970.944152832,948.032409668,1.0997852087,3.16000008583
2457311.60861,2843.55269205,969.401977539,948.308532715,1.10015892982,3.24000000954
2457311.60933,2864.98988479,969.138000488,948.618286133,1.10053670406,3.25
2457311.61005,2853.61149704,969.139770508,948.955627441,1.10093569756,3.31999993324
2457311.61081,2845.23945803,970.741638184,948.373840332,1.10137879848,3.22000002861
2457311.61156,2854.01788162,971.09765625,948.140197754,1.10184669495,3.23000001907
2457311.61232,2843.35669083,969.882995605,948.106750488,1.10233879089,3.18000006676
2457311.61308,2862.63520438,971.622619629,948.031494141,1.10285711288,3.04999995232
2457311.61386,2845.52589481,970.806213379,948.098449707,1.1034090519,3.05999994278
2457311.61464,2845.21584375,970.354797363,948.105285645,1.10399758816,3.19000005722
2457311.61541,2849.43723781,970.484069824,948.233642578,1.10459280014,3.19000005722
2457311.61617,2848.68084051,969.126647949,948.300598145,1.10521197319,3.05999994278
2457311.61689,2837.23537999,969.183410645,948.704040527,1.10582053661,3.1099998951
2457311.62002,2839.40768309,967.722717285,951.106994629,1.10870409012,3.1400001049
2457311.62078,2835.82162868,970.16607666,948.190368652,1.10949027538,2.96000003815
2457311.62154,2834.8333561,970.144226074,947.995361328,1.11028575897,2.95000004768
2457311.6223,2827.90916123,969.919189453,947.955871582,1.11110687256,2.92000007629
2457311.62306,2809.06859468,970.445251465,948.153076172,1.11195218563,2.93000006676
2457311.62383,2839.59059611,970.425598145,948.215698242,1.1128269434,2.78999996185
2457311.62459,2838.49942075,970.468994141,948.168395996,1.11372387409,2.84999990463
2457311.62534,2833.46489032,970.30657959,948.127258301,1.11464524269,3.08999991417
2457311.6261,2833.92055657,971.871765137,947.877746582,1.11559128761,2.92000007629
2457311.62686,2850.79392858,970.895202637,948.131530762,1.11656665802,2.95000004768
2457311.62762,2837.47383942,970.531066895,948.275817871,1.11756849289,2.99000000954
2457311.62838,2837.6383583,970.98059082,947.983337402,1.11859428883,2.90000009537
2457311.62914,2840.80397297,970.004760742,948.113220215,1.11965072155,2.8599998951
2457311.62991,2828.13999731,970.86517334,947.762756348,1.12073373795,2.77999997139
2457311.63066,2833.06005984,970.11126709,948.260559082,1.12183630466,2.84999990463
2457311.63142,2837.07271165,969.820617676,947.940063477,1.12296795845,2.76999998093
2457311.63218,2838.98194546,970.233337402,948.062072754,1.12412595749,2.78999996185
2457311.63294,2838.16521065,969.897888184,948.167602539,1.12531220913,3.00999999046
2457311.6337,2830.55644506,969.967285156,947.924194336,1.12652146816,3.03999996185
2457311.6345,2825.01325689,971.123291016,948.070373535,1.12783586979,2.84999990463
2457311.63527,2841.31821366,970.997070312,948.127990723,1.1291052103,2.88000011444
2457311.63603,2828.55852662,971.353027344,947.938415527,1.13040280342,2.92000007629
2457311.63679,2838.91148997,971.564758301,947.957092285,1.13173174858,2.91000008583
2457311.63754,2836.77905319,971.166320801,948.025817871,1.13307607174,2.77999997139
2457311.6383,2849.2817404,971.205200195,948.02722168,1.1344588995,2.8900001049
2457311.63906,2834.01680623,970.159667969,948.20690918,1.13586556911,2.83999991417
2457311.63982,2826.55427725,970.40411377,947.956359863,1.1372988224,2.76999998093
2457311.64058,2840.49447385,969.691589355,948.133972168,1.13876569271,2.83999991417
2457311.64134,2841.82008635,970.468444824,948.135803223,1.14025962353,3.02999997139
2457311.6421,2828.40668325,970.623596191,948.222717285,1.14178049564,2.91000008583
2457311.64286,2837.92162977,970.344604492,947.946472168,1.14333295822,2.90000009537
2457311.64362,2836.16618689,970.142822266,947.905761719,1.14491665363,3.00999999046
2457311.64438,2835.46795478,970.029602051,948.065185547,1.14652013779,3.01999998093
2457311.64514,2839.40618534,970.20489502,948.197570801,1.1481564045,3.08999991417
2457311.6459,2848.4012646,969.887451172,948.092041016,1.14982485771,3.06999993324
2457311.64665,2841.01969679,971.359069824,948.163757324,1.15152013302,3.03999996185
2457311.64741,2880.10093372,970.043640137,948.287353516,1.15324246883,2.8599998951
2457311.64817,2887.3881648,970.764038086,948.096008301,1.15499603748,2.99000000954
2457311.64893,2857.66355066,970.175537109,948.169311523,1.15678787231,2.96000003815
2457311.64969,2859.77786633,969.858764648,948.25201416,1.15859913826,2.99000000954
2457311.65044,2854.05401464,971.58972168,948.198913574,1.1604449749,3.0
2457311.65345,2854.01448709,967.989196777,953.569702148,1.1680688858,3.16000008583
2457311.65423,2846.50094856,970.001098633,948.197937012,1.17011892796,3.07999992371
2457311.65499,2842.00602534,970.851928711,948.338378906,1.1721663475,3.25999999046
2457311.65575,2860.11736206,970.239685059,948.274169922,1.17423856258,3.03999996185
2457311.65651,2839.30623999,970.984802246,948.292175293,1.17634701729,2.98000001907
2457311.65727,2849.49091388,970.48638916,948.298950195,1.17848479748,2.94000005722
2457311.65804,2851.56630542,971.213867188,947.996887207,1.18068432808,2.91000008583
2457311.65883,2848.00667426,970.475524902,948.067016602,1.182970047,3.11999988556
2457311.65959,2849.71070986,970.66796875,948.118041992,1.18521547318,3.1099998951
2457311.66034,2822.95142925,971.009033203,948.111450195,1.18748414516,3.15000009537
2457311.6611,2844.35725522,971.557983398,948.147949219,1.18978977203,3.01999998093
2457311.66186,2833.9822871,971.943664551,948.039306641,1.19214236736,3.17000007629
2457311.66262,2848.51753861,971.892578125,948.164916992,1.19452500343,3.08999991417
2457311.66338,2831.01582891,972.820007324,948.020568848,1.19693005085,2.97000002861
2457311.66414,2840.54452225,971.511169434,947.975585938,1.19938790798,3.04999995232
2457311.6649,2853.1752466,972.542663574,948.093017578,1.20188188553,3.26999998093
2457311.66566,2840.88167063,972.234619141,948.20880127,1.20441687107,2.98000001907
2457311.66643,2838.56788158,972.346984863,948.143676758,1.20699226856,2.96000003815
2457311.66719,2841.18583398,971.835510254,948.206665039,1.20959830284,2.82999992371
2457311.66794,2843.12341155,971.574584961,948.073364258,1.21221792698,2.92000007629
2457311.66872,2835.40802367,971.609069824,948.114074707,1.21493136883,2.94000005722
2457311.66947,2842.52391123,971.232055664,948.092407227,1.21764302254,2.8900001049
2457311.67023,2852.26404618,971.594543457,948.004943848,1.22038376331,2.97000002861
2457311.67099,2855.70396405,970.531616211,948.231933594,1.22318530083,2.98000001907
2457311.67175,2838.90204987,970.361999512,948.239440918,1.22601675987,2.97000002861
2457311.67251,2858.7598109,971.098388672,948.069274902,1.22887802124,2.97000002861
2457311.67327,2854.20667841,970.911254883,947.934631348,1.23178756237,3.07999992371
2457311.67402,2842.03838198,970.035461426,948.209716797,1.23472499847,2.90000009537
2457311.67478,2857.34319199,969.965515137,947.875061035,1.23771858215,2.78999996185
2457311.67554,2841.71209899,970.381713867,948.09765625,1.24074459076,2.81999993324
2457311.6763,2836.41556119,969.927490234,948.07220459,1.24380862713,2.97000002861
2457311.67706,2851.63253561,970.243896484,948.084594727,1.24692821503,2.96000003815
2457311.67782,2838.87624083,970.921081543,947.941711426,1.25007665157,3.0
2457311.67857,2842.63095595,969.764587402,948.040466309,1.25328040123,2.99000000954
2457311.67934,2826.93436049,970.16595459,947.976928711,1.25653135777,2.99000000954
2457311.68009,2844.51510011,970.489135742,948.077636719,1.25981140137,3.11999988556
2457311.68085,2845.71863348,969.88067627,948.281860352,1.26315355301,3.15000009537
2457311.68163,2836.8549842,970.062072754,948.104248047,1.26659798622,3.16000008583
2457311.68239,2848.04462904,970.179321289,948.022460938,1.27002561092,3.0
2457311.68315,2852.40263931,969.79888916,948.104125977,1.27351915836,3.01999998093
2457311.68391,2838.85001082,970.368347168,948.254272461,1.2770485878,3.08999991417
2457311.68698,2859.55502314,968.983276367,950.981750488,1.29174637794,3.03999996185
2457311.68775,2843.61424758,971.408508301,948.341308594,1.29550230503,2.94000005722
2457311.68937,2863.11423201,979.154724121,948.727661133,1.30371260643,2.77999997139
2457311.69014,2851.27017518,971.596496582,948.197143555,1.30774307251,2.8599998951
2457311.6909,2866.97139616,972.177734375,948.3359375,1.31171834469,2.86999988556
2457311.69166,2852.01613927,971.731323242,948.325622559,1.31573820114,2.75
2457311.69243,2859.896648,970.944702148,948.027160645,1.31984555721,2.76999998093
2457311.69318,2863.67948864,972.009521484,948.204772949,1.32396686077,2.71000003815
2457311.69394,2848.0274262,971.667602539,948.053405762,1.32815694809,2.75
2457311.6947,2869.45192413,971.509460449,948.218017578,1.33240199089,2.74000000954
2457311.69546,2866.50195015,971.799499512,948.180541992,1.33672070503,2.53999996185
2457311.69622,2848.74741959,970.701477051,948.226135254,1.34107935429,2.72000002861
2457311.69698,2846.8798328,971.042541504,948.096801758,1.34548187256,2.81999993324
2457311.69774,2880.08662958,971.27154541,948.37097168,1.34994697571,2.76999998093
2457311.6985,2852.67914934,971.329650879,948.069091797,1.35448372364,2.72000002861
2457311.69926,2852.98952443,970.731811523,948.26739502,1.35908091068,2.83999991417
2457311.70002,2849.70088071,971.840393066,948.223144531,1.36371457577,2.75999999046
2457311.70077,2864.8308127,971.40234375,948.188049316,1.36840474606,2.80999994278
2457311.70153,2860.96973098,971.576721191,948.298828125,1.37316811085,2.79999995232
2457311.70229,2852.78627577,971.229919434,948.192138672,1.37800836563,3.01999998093
2457311.70305,2869.48397458,971.262268066,948.208618164,1.38290429115,3.0
2457311.70381,2870.44196895,973.380065918,948.161071777,1.3878518343,2.90000009537
2457311.70456,2851.97514552,973.048461914,948.128723145,1.39287507534,2.80999994278
2457311.70532,2866.95024411,972.68347168,948.266906738,1.39797019958,2.92000007629
2457311.70608,2865.03945074,972.088928223,948.210876465,1.40311634541,3.0
2457311.70736,2860.77203453,972.947387695,948.270324707,1.41197752953,3.17000007629
2457311.70825,2864.34698549,972.913574219,948.38494873,1.4182741642,3.0
2457311.70925,2856.55245809,972.639282227,948.48223877,1.42549312115,3.30999994278
