hjd,lc,fwhm_x,fwhm_y,airmass,fwhm
2456569.65387,2887.70221002,969.116088867,946.147766113,1.10930204391,2.79999995232
2456569.65459,2889.44721522,968.730407715,946.342651367,1.1100757122,2.79999995232
2456569.65534,2877.23706071,968.32220459,946.378173828,1.11090767384,2.75999999046
2456569.6561,2878.65801301,972.724243164,945.620544434,1.11177146435,2.80999994278
2456569.65683,2869.95477489,972.403808594,945.657409668,1.11261832714,2.75
2456569.65755,2882.38333888,971.765991211,945.385925293,1.11348581314,2.79999995232
2456569.65827,2885.98511324,971.744445801,945.488098145,1.114377141,2.82999992371
2456569.65902,2882.20215962,971.76751709,945.672363281,1.11533665657,2.68000006676
2456569.65974,2884.9242844,971.655212402,945.762023926,1.11627733707,2.69000005722
2456569.66046,2875.63784904,971.455383301,946.035095215,1.11723947525,2.75
2456569.66118,2874.25419075,970.891479492,946.202148438,1.11822521687,2.75
2456569.6619,2887.2914628,970.710876465,946.389587402,1.11923646927,2.73000001907
2456569.66262,2858.01451482,970.026184082,946.332336426,1.12026882172,2.88000011444
2456569.66334,2879.93958428,968.985595703,946.252624512,1.12132918835,2.80999994278
2456569.66406,2868.53686039,967.870544434,946.234313965,1.12241184711,2.80999994278
2456569.66482,2883.2309404,971.571533203,945.37487793,1.12357068062,2.76999998093
2456569.66554,2884.70654781,970.477539062,945.235595703,1.12470281124,2.77999997139
2456569.66626,2866.84307793,970.030212402,945.140625,1.12585949898,2.68000006676
2456569.66699,2881.6873319,970.03314209,944.905822754,1.12704098225,2.6400001049
2456569.67023,2891.41015206,973.087097168,945.034118652,1.13265097141,2.76999998093
2456569.67094,2894.49671802,972.600646973,945.158508301,1.13396632671,2.74000000954
2456569.67167,2867.4579551,972.215148926,945.160949707,1.13531696796,2.80999994278
2456569.67239,2890.78282517,971.150878906,945.241638184,1.13669037819,2.82999992371
2456569.67311,2887.44403918,970.646057129,945.324157715,1.13808107376,2.72000002861
2456569.67383,2868.80307721,969.925720215,945.501403809,1.13949763775,2.81999993324
2456569.67456,2866.24758075,969.18536377,945.607971191,1.14094901085,2.71000003815
2456569.67528,2875.61430591,968.642700195,945.605712891,1.14242136478,2.69000005722
2456569.67603,2877.9995331,967.517150879,945.796813965,1.14399087429,2.79999995232
2456569.6768,2871.92228957,971.897705078,945.45123291,1.14560627937,2.86999988556
2456569.67752,2885.73343293,971.024230957,945.53503418,1.14715743065,2.82999992371
2456569.67824,2857.48811569,969.827575684,945.60925293,1.14874064922,2.83999991417
2456569.67899,2893.05969541,968.729003906,945.795043945,1.15041553974,2.84999990463
2456569.67971,2893.13846719,967.778686523,945.914428711,1.15205323696,2.88000011444
2456569.68047,2887.39887354,972.415466309,945.856201172,1.15380215645,2.75999999046
2456569.68119,2882.65639196,971.368835449,946.20690918,1.15549480915,2.94000005722
2456569.68192,2869.86892,970.76776123,946.413330078,1.15721666813,2.79999995232
2456569.68267,2882.22125652,970.30456543,946.678710938,1.15903639793,2.97000002861
2456569.68339,2881.20945059,969.489196777,946.974304199,1.16081118584,2.91000008583
2456569.68411,2877.59524196,968.984008789,947.118225098,1.16261255741,2.75
2456569.68483,2861.82162466,968.196044922,947.410400391,1.16444671154,3.07999992371
2456569.68559,2868.7751091,971.78894043,945.831298828,1.16641736031,2.91000008583
2456569.68631,2870.67079975,971.014709473,946.102783203,1.16830909252,2.91000008583
2456569.68704,2880.45516601,970.40057373,946.354125977,1.17022776604,2.86999988556
2456569.68776,2888.39969315,969.582519531,946.671020508,1.17219412327,2.79999995232
2456569.68848,2872.19058218,969.421081543,946.873291016,1.17417395115,3.00999999046
2456569.6892,2883.26330056,968.484130859,947.264831543,1.17618203163,2.79999995232
2456569.68999,2878.87248852,972.865600586,945.608520508,1.17838931084,2.84999990463
2456569.6907,2875.37737798,971.938354492,945.577575684,1.18045520782,2.79999995232
2456569.69143,2891.73616283,971.290100098,945.781066895,1.18256485462,2.78999996185
2456569.69215,2879.55696892,970.957641602,946.049255371,1.18470275402,2.76999998093
2456569.69287,2879.11806653,970.11126709,946.239013672,1.1868622303,2.74000000954
2456569.69361,2891.03285999,969.61151123,946.66394043,1.18928444386,2.74000000954
2456569.69445,2873.8027759,968.476623535,947.248474121,1.19172871113,2.81999993324
2456569.69521,2896.53451468,973.379333496,945.63067627,1.19410121441,2.71000003815
2456569.69593,2886.59908131,972.738891602,945.894042969,1.19639348984,2.93000006676
2456569.69665,2861.45796575,972.326477051,946.202575684,1.19872045517,2.83999991417
2456569.69737,2877.78894867,971.503662109,946.479675293,1.20108246803,2.77999997139
2456569.69809,2885.61312662,970.802429199,946.807861328,1.20347046852,2.82999992371
2456569.69881,2887.54213077,970.507263184,946.977233887,1.20591104031,2.92000007629
2456569.69954,2891.35680154,969.544677734,947.254089355,1.20838785172,2.82999992371
2456569.70026,2885.11014134,968.180908203,947.524841309,1.21088945866,2.77999997139
2456569.70357,2884.59448514,972.741333008,945.272094727,1.22276985645,3.00999999046
2456569.70429,2873.20797498,972.135192871,945.422119141,1.22545552254,2.81999993324
2456569.70501,2883.22920815,971.988891602,945.557617188,1.22818255424,2.82999992371
2456569.70573,2878.87968056,971.487915039,945.692382812,1.23094105721,2.92000007629
2456569.70645,2881.26579252,970.622436523,945.77331543,1.23378777504,2.76999998093
2456569.70718,2878.8947816,970.149963379,945.876159668,1.23662388325,2.75999999046
2456569.7079,2876.08063795,969.269165039,945.999816895,1.23949086666,2.88000011444
2456569.70863,2861.61886127,968.272949219,946.049133301,1.24246942997,2.86999988556
2456569.70939,2866.13811311,967.969238281,946.291625977,1.24552834034,2.86999988556
2456569.71018,2865.79560449,972.20123291,945.38293457,1.24881291389,2.97000002861
2456569.71093,2883.22610787,971.293212891,945.512023926,1.25197458267,2.81999993324
2456569.71165,2894.57705385,970.576660156,945.769775391,1.25504100323,2.82999992371
2456569.71237,2857.47744517,970.090820312,945.930053711,1.25814855099,2.75
2456569.71309,2882.83497473,969.360656738,946.187011719,1.2612991333,2.8599998951
2456569.71381,2884.97217476,968.712768555,946.359619141,1.26449656487,2.81999993324
2456569.71453,2869.29744505,967.422302246,946.825927734,1.26772332191,2.98000001907
2456569.71531,2869.72017171,971.920288086,945.58807373,1.27124202251,3.02999997139
2456569.71603,2882.40415513,971.596557617,945.7109375,1.2745745182,2.8900001049
2456569.71679,2881.0179089,970.216491699,946.015136719,1.27810323238,2.81999993324
2456569.71752,2863.43433244,969.170593262,946.430847168,1.28154182434,2.96000003815
2456569.71824,2883.40692731,968.211730957,946.653625488,1.28501081467,2.86999988556
2456569.719,2904.72094545,971.615905762,945.569213867,1.28868091106,2.83999991417
2456569.71972,2878.1752765,970.788635254,945.989685059,1.29221594334,2.70000004768
2456569.72044,2876.20458781,970.866760254,946.377319336,1.29578304291,2.91000008583
2456569.72116,2882.84870634,970.36907959,946.783813477,1.2994107008,2.75999999046
2456569.7219,2877.39562706,969.41973877,947.194885254,1.30316138268,2.93000006676
2456569.72262,2880.39447152,968.942871094,947.601623535,1.30688655376,2.78999996185
2456569.72339,2868.44498744,973.578125,945.651489258,1.31090140343,2.83999991417
2456569.7241,2869.87912602,972.937683105,945.953918457,1.31473088264,2.81999993324
2456569.72483,2884.56221873,972.046264648,946.295288086,1.31860506535,2.78999996185
2456569.72555,2878.52203886,971.319885254,946.702636719,1.32251369953,2.91000008583
2456569.72627,2894.6464789,970.352661133,947.214172363,1.32648396492,2.81999993324
2456569.72702,2878.87831011,970.045471191,947.482299805,1.33067440987,2.80999994278
2456569.72775,2877.60391572,969.379821777,947.937744141,1.33476054668,2.77999997139
2456569.72851,2877.81721246,972.553771973,945.79699707,1.33909606934,2.81999993324
2456569.72923,2888.6094195,971.432006836,946.270263672,1.34337282181,2.90000009537
2456569.72999,2871.33730626,970.549255371,946.648193359,1.34776377678,2.77999997139
2456569.73072,2890.08969819,969.687988281,947.089660645,1.35205543041,2.81999993324
2456569.73149,2875.65034838,968.536071777,947.482666016,1.356757164,2.86999988556
2456569.73226,2878.56800074,972.681213379,945.55645752,1.36138176918,3.0
2456569.73298,2859.7551954,971.985412598,945.967041016,1.36583733559,2.80999994278
2456569.7337,2867.75439754,971.395935059,946.327270508,1.37034571171,2.80999994278
2456569.73688,2883.59484394,974.07800293,945.3203125,1.3908842802,2.94000005722
2456569.73768,2878.74531134,974.904907227,946.041992188,1.39625072479,2.71000003815
2456569.73844,2885.81906646,974.587341309,945.701416016,1.40141057968,2.95000004768
2456569.7392,2877.4542376,974.675109863,945.610412598,1.40665280819,2.91000008583
2456569.73996,2872.93105986,974.855407715,945.888793945,1.41196191311,2.76999998093
2456569.74073,2875.199579,975.182495117,945.65032959,1.41735327244,2.82999992371
2456569.74149,2879.28939587,974.082275391,945.461608887,1.4227950573,2.96000003815
2456569.74225,2882.1443662,974.280822754,945.797912598,1.42832565308,2.88000011444
2456569.74302,2882.53710242,973.88269043,945.840820312,1.43394124508,3.06999993324
2456569.74378,2873.68504043,974.385681152,945.515808105,1.43967604637,2.81999993324
2456569.74455,2868.45153868,973.840881348,945.510314941,1.44546127319,2.94000005722
2456569.74528,2874.55113228,972.573669434,945.631286621,1.45103573799,2.92000007629
2456569.74601,2881.60376131,971.06652832,946.11932373,1.45668590069,2.98000001907
2456569.74674,2868.55299367,970.4140625,946.368347168,1.46235823631,2.99000000954
2456569.74745,2872.19954043,970.273986816,946.453613281,1.46807575226,2.94000005722
2456569.74818,2886.97771454,969.987304688,946.88092041,1.47386491299,2.8900001049
2456569.74893,2872.78520227,968.913146973,947.251586914,1.48000192642,2.8900001049
2456569.74969,2879.05388006,971.810974121,945.401672363,1.48627448082,2.91000008583
2456569.75041,2879.4591481,971.275268555,945.605651855,1.49230909348,3.02999997139
2456569.75113,2893.61063555,970.835693359,946.134155273,1.49841821194,2.82999992371
2456569.75185,2883.06108172,970.594665527,946.192626953,1.50460886955,2.92000007629
2456569.75257,2862.64298468,969.887268066,946.44921875,1.51086819172,3.00999999046
2456569.75329,2876.45776135,969.317138672,946.738098145,1.51723992825,2.73000001907
2456569.75401,2880.52937077,968.867553711,946.89465332,1.52370870113,2.82999992371
2456569.75479,2880.34793819,972.077392578,945.589172363,1.53085362911,2.91000008583
2456569.75553,2886.33248809,971.667358398,946.232788086,1.53746962547,3.17000007629
2456569.75624,2873.11993682,970.757263184,946.428771973,1.54415273666,2.88000011444
2456569.75696,2870.70795757,970.143676758,946.838012695,1.55093753338,2.88000011444
2456569.75769,2888.412116,969.580993652,947.310852051,1.55782949924,2.88000011444
2456569.75841,2886.60503503,969.133911133,947.398132324,1.56481730938,2.99000000954
2456569.75917,2866.56173764,972.829284668,945.694030762,1.57223200798,2.81999993324
2456569.75989,2867.9149592,972.422668457,946.254333496,1.57938373089,2.82999992371
2456569.76064,2890.75645235,971.547973633,946.494873047,1.58693432808,2.84999990463
2456569.76139,2876.71239212,970.644714355,946.859191895,1.59459912777,2.82999992371
2456569.76211,2886.42658893,970.391723633,947.287780762,1.60205459595,2.96000003815
2456569.76283,2881.56831894,969.959655762,947.598632812,1.60961151123,3.00999999046
2456569.76355,2865.52915459,969.829040527,947.943725586,1.61727297306,2.8900001049
2456569.76433,2894.20368849,973.663635254,945.790771484,1.62575614452,3.06999993324
2456569.76506,2891.03008352,973.548522949,946.222961426,1.63366317749,3.05999994278
2456569.76578,2878.46927584,973.053283691,946.519897461,1.64167630672,2.95000004768
2456569.7665,2905.33103244,972.833312988,946.997253418,1.64976096153,2.75999999046
2456569.76722,2878.38838099,971.688171387,947.580993652,1.65796005726,2.97000002861
2456569.77037,2903.38649817,973.84954834,945.328796387,1.70348441601,2.83999991417
2456569.77176,2874.35943703,972.881958008,946.251098633,1.71244931221,3.06999993324
2456569.77251,2872.18474821,972.652709961,946.826904297,1.72197389603,2.90000009537
2456569.77324,2871.52286561,972.158081055,947.181396484,1.73120319843,2.96000003815
2456569.77395,2873.33564254,971.186828613,947.74822998,1.74055540562,3.00999999046
2456569.77467,2876.10815936,970.549621582,948.489135742,1.75002872944,3.08999991417
2456569.77543,2881.66844505,974.278259277,945.890014648,1.76015770435,2.96000003815
2456569.77619,2890.77928593,973.695495605,945.743591309,1.77044045925,3.00999999046
2456569.77691,2888.4476424,973.391479492,946.383850098,1.78036618233,2.91000008583
2456569.77763,2884.99742488,972.829956055,946.708251953,1.79043233395,3.08999991417
