# JD_UTC, Flux, Err, XShift, YShift, FWHM_X,  FWHM_Y, FWHM, SKY, AIRMASS, ExpTime
8.737557450000196695e+03 9.992730849266083792e-01 2.315088853425198434e-03 9.789999999999999147e+00 -2.959999999999999964e+00 4.082699999999999996e+00 4.082699999999999996e+00 4.082699999999999996e+00 4.494797965979576588e+02 1.130363218919999913e+00 2.500000000000000000e+01
8.737557880000211298e+03 1.000981727800733578e+00 2.311896752795561914e-03 1.000000000000000000e+01 -3.310000000000000053e+00 4.042399999999999771e+00 4.042399999999999771e+00 4.042399999999999771e+00 4.514327965831756160e+02 1.129956876340000083e+00 2.500000000000000000e+01
8.737558319999836385e+03 1.002217995554736119e+00 2.323838270264315647e-03 8.810000000000000497e+00 -3.390000000000000124e+00 4.441699999999999982e+00 4.441699999999999982e+00 4.441699999999999982e+00 4.513697965836525441e+02 1.129554495270000070e+00 2.500000000000000000e+01
8.737558749999850988e+03 1.000641408950521116e+00 2.317093616955254783e-03 9.289999999999999147e+00 -2.279999999999999805e+00 4.005799999999999805e+00 4.005799999999999805e+00 4.005799999999999805e+00 4.513193965840339388e+02 1.129158670999999892e+00 2.500000000000000000e+01
8.737559179999865592e+03 9.986300878577168971e-01 2.315979226873210884e-03 9.929999999999999716e+00 -2.799999999999999822e+00 4.296199999999999797e+00 4.296199999999999797e+00 4.296199999999999797e+00 4.500215965938568274e+02 1.128766933909999937e+00 2.500000000000000000e+01
8.737559609999880195e+03 1.005396021994389155e+00 2.329343569092748832e-03 9.580000000000000071e+00 -2.560000000000000053e+00 4.292099999999999582e+00 4.292099999999999582e+00 4.292099999999999582e+00 4.503365965914726416e+02 1.128378878469999957e+00 2.500000000000000000e+01
8.737560049999970943e+03 9.998815311915814075e-01 2.317507107505091535e-03 9.599999999999999645e+00 -3.839999999999999858e+00 4.349099999999999966e+00 4.349099999999999966e+00 4.349099999999999966e+00 4.489631966018676508e+02 1.127997769470000078e+00 2.500000000000000000e+01
8.737560479999985546e+03 9.993962769832276383e-01 2.322147610189803299e-03 9.779999999999999361e+00 -2.459999999999999964e+00 4.594999999999999751e+00 4.594999999999999751e+00 4.594999999999999751e+00 4.504877965903281734e+02 1.127621061589999973e+00 2.500000000000000000e+01
8.737560910000000149e+03 9.997267387408076411e-01 2.314644009177831922e-03 9.460000000000000853e+00 -3.299999999999999822e+00 4.350500000000000256e+00 4.350500000000000256e+00 4.350500000000000256e+00 4.497569965958595049e+02 1.127249189859999889e+00 2.500000000000000000e+01
8.737561340000014752e+03 9.982704093605534457e-01 2.315551457519871275e-03 9.810000000000000497e+00 -3.660000000000000142e+00 4.422500000000000320e+00 4.422500000000000320e+00 4.422500000000000320e+00 4.496309965968132474e+02 1.126882734410000086e+00 2.500000000000000000e+01
8.737561780000105500e+03 1.003132862000508441e+00 2.314064015113447177e-03 9.390000000000000568e+00 -3.220000000000000195e+00 4.166500000000000092e+00 4.166500000000000092e+00 4.166500000000000092e+00 4.479425966095924423e+02 1.126517966800000048e+00 2.500000000000000000e+01
8.737562210000120103e+03 9.995670092385040562e-01 2.301135143493902250e-03 9.640000000000000568e+00 -3.350000000000000089e+00 3.991200000000000081e+00 3.991200000000000081e+00 3.991200000000000081e+00 4.477661966109275795e+02 1.126151302870000093e+00 2.500000000000000000e+01
8.737562650000210851e+03 9.994481859915481659e-01 2.296316465197051956e-03 9.419999999999999929e+00 -2.669999999999999929e+00 3.879199999999999982e+00 3.879199999999999982e+00 3.879199999999999982e+00 4.426379966497421492e+02 1.125790349399999890e+00 2.500000000000000000e+01
8.737563099999912083e+03 9.992619507988397265e-01 2.291506524950358802e-03 9.619999999999999218e+00 -2.549999999999999822e+00 3.902699999999999836e+00 3.902699999999999836e+00 3.902699999999999836e+00 4.380515966844558875e+02 1.125443455409999904e+00 2.500000000000000000e+01
8.737563529999926686e+03 9.985469251951135661e-01 2.288630569885931245e-03 9.330000000000000071e+00 -2.529999999999999805e+00 3.969300000000000050e+00 3.969300000000000050e+00 3.969300000000000050e+00 4.334273967194557144e+02 1.125103614049999923e+00 2.500000000000000000e+01
8.737563959999941289e+03 9.974334110601266179e-01 2.286559065592379258e-03 9.689999999999999503e+00 -2.879999999999999893e+00 3.842799999999999994e+00 3.842799999999999994e+00 3.842799999999999994e+00 4.320917967295646918e+02 1.124766337789999904e+00 2.500000000000000000e+01
8.737564389999955893e+03 9.991833352760997045e-01 2.289857797133058089e-03 9.669999999999999929e+00 -2.759999999999999787e+00 3.896700000000000053e+00 3.896700000000000053e+00 3.896700000000000053e+00 4.275557967638969217e+02 1.124432558869999932e+00 2.500000000000000000e+01
8.737564830000046641e+03 9.989729560963035437e-01 2.292648194583305193e-03 9.720000000000000639e+00 -2.899999999999999911e+00 4.204200000000000159e+00 4.204200000000000159e+00 4.204200000000000159e+00 4.281101967597007274e+02 1.124105343499999909e+00 2.500000000000000000e+01
8.737565260000061244e+03 1.003103695092897540e+00 2.312441561892770309e-03 1.006000000000000050e+01 -3.029999999999999805e+00 4.696699999999999875e+00 4.696699999999999875e+00 4.696699999999999875e+00 4.298237967467308067e+02 1.123785719830000085e+00 2.500000000000000000e+01
8.737565690000075847e+03 1.001515061936924411e+00 2.320667809831798625e-03 9.269999999999999574e+00 -3.089999999999999858e+00 4.628999999999999559e+00 4.628999999999999559e+00 4.628999999999999559e+00 4.346243967103957857e+02 1.123459928619999992e+00 2.500000000000000000e+01
8.737566130000166595e+03 9.982060439000386420e-01 2.303447662877960555e-03 9.820000000000000284e+00 -3.680000000000000160e+00 4.335499999999999687e+00 4.335499999999999687e+00 4.335499999999999687e+00 4.314239967346190952e+02 1.123149492350000056e+00 2.500000000000000000e+01
8.737566560000181198e+03 1.005952986367450563e+00 2.333921556969946812e-03 9.949999999999999289e+00 -3.479999999999999982e+00 5.271399999999999864e+00 5.271399999999999864e+00 5.271399999999999864e+00 4.279589967608451389e+02 1.122838186799999916e+00 2.500000000000000000e+01
8.737566999999806285e+03 1.000176535528104926e+00 2.310788673314434407e-03 1.035999999999999943e+01 -1.979999999999999982e+00 4.759299999999999642e+00 4.759299999999999642e+00 4.759299999999999642e+00 4.239269967913627397e+02 1.122536116470000067e+00 2.500000000000000000e+01
8.737567429999820888e+03 9.980900068616468390e-01 2.295686198536935931e-03 9.250000000000000000e+00 -3.060000000000000053e+00 4.594000000000000306e+00 4.594000000000000306e+00 4.594000000000000306e+00 4.169969968438148271e+02 1.122238284420000065e+00 2.500000000000000000e+01
8.737567869999911636e+03 9.972609367779945444e-01 2.290960193839447837e-03 9.619999999999999218e+00 -3.529999999999999805e+00 4.561600000000000321e+00 4.561600000000000321e+00 4.561600000000000321e+00 4.170977968430518672e+02 1.121945688650000106e+00 2.500000000000000000e+01
8.737568299999926239e+03 1.001868596904964770e+00 2.284994207215497626e-03 9.220000000000000639e+00 -2.529999999999999805e+00 4.194099999999999717e+00 4.194099999999999717e+00 4.194099999999999717e+00 4.138847968673706532e+02 1.121657753390000067e+00 2.500000000000000000e+01
8.737568729999940842e+03 1.000233958584616500e+00 2.286158622275744762e-03 9.859999999999999432e+00 -2.709999999999999964e+00 4.306199999999999584e+00 4.306199999999999584e+00 4.306199999999999584e+00 4.169717968440056097e+02 1.121374997069999990e+00 2.500000000000000000e+01
8.737569159999955446e+03 9.993456622328968919e-01 2.289270062953289650e-03 8.980000000000000426e+00 -3.060000000000000053e+00 4.201900000000000190e+00 4.201900000000000190e+00 4.201900000000000190e+00 4.244687967872619652e+02 1.121096949570000056e+00 2.500000000000000000e+01
8.737569589999970049e+03 9.997609229264718955e-01 2.291682246084821972e-03 9.230000000000000426e+00 -3.109999999999999876e+00 4.232700000000000351e+00 4.232700000000000351e+00 4.232700000000000351e+00 4.214699968099594116e+02 1.120823459799999977e+00 2.500000000000000000e+01
8.737570030000060797e+03 1.001503038951196078e+00 2.290506099018196299e-03 1.033000000000000007e+01 -2.990000000000000213e+00 4.019800000000000040e+00 4.019800000000000040e+00 4.019800000000000040e+00 4.209029968142509688e+02 1.120555569069999979e+00 2.500000000000000000e+01
8.737570460000075400e+03 1.014903576814565556e+00 2.302459099095841098e-03 9.490000000000000213e+00 -3.359999999999999876e+00 3.900599999999999845e+00 3.900599999999999845e+00 3.900599999999999845e+00 4.200335968208312920e+02 1.120292614260000041e+00 2.500000000000000000e+01
8.737570890000090003e+03 1.002329044791027801e+00 2.288104923466286952e-03 9.630000000000000782e+00 -2.759999999999999787e+00 3.946200000000000152e+00 3.946200000000000152e+00 3.946200000000000152e+00 4.196933968234062036e+02 1.120033722330000092e+00 2.500000000000000000e+01
8.737571320000104606e+03 1.000720384667463714e+00 2.304541999062337428e-03 9.259999999999999787e+00 -3.399999999999999911e+00 4.792600000000000193e+00 4.792600000000000193e+00 4.792600000000000193e+00 4.199957968211173807e+02 1.119779395979999981e+00 2.500000000000000000e+01
8.737571750000119209e+03 1.000911136860183737e+00 2.281488123823604067e-03 9.900000000000000355e+00 -3.140000000000000124e+00 3.922499999999999876e+00 3.922499999999999876e+00 3.922499999999999876e+00 4.196807968235015665e+02 1.119530784990000027e+00 2.500000000000000000e+01
8.737572180000133812e+03 9.971508902980508182e-01 2.288686430939879113e-03 8.849999999999999645e+00 -3.709999999999999964e+00 4.318299999999999805e+00 4.318299999999999805e+00 4.318299999999999805e+00 4.230449967980384827e+02 1.119286815299999960e+00 2.500000000000000000e+01
8.737572620000224560e+03 1.001700344559314670e+00 2.284405269002513176e-03 9.660000000000000142e+00 -3.180000000000000160e+00 4.088400000000000034e+00 4.088400000000000034e+00 4.088400000000000034e+00 4.237379967927932967e+02 1.119048074599999998e+00 2.500000000000000000e+01
8.737573049999773502e+03 9.985113869200594738e-01 2.276014545453188508e-03 9.029999999999999361e+00 -2.319999999999999840e+00 3.743199999999999861e+00 3.743199999999999861e+00 3.743199999999999861e+00 4.252625967812538192e+02 1.118812899939999994e+00 2.500000000000000000e+01
8.737573479999788105e+03 9.970298819469420870e-01 2.286401604934005204e-03 9.470000000000000639e+00 -2.759999999999999787e+00 3.930299999999999905e+00 3.930299999999999905e+00 3.930299999999999905e+00 4.318397967314720631e+02 1.118582249919999994e+00 2.500000000000000000e+01
8.737573909999802709e+03 9.942015348694435151e-01 2.296606147814790003e-03 9.099999999999999645e+00 -2.899999999999999911e+00 4.327700000000000102e+00 4.327700000000000102e+00 4.327700000000000102e+00 4.373207966899871622e+02 1.118357009799999968e+00 2.500000000000000000e+01
8.737574349999893457e+03 9.967833617651152833e-01 2.295900276524791370e-03 9.169999999999999929e+00 -2.470000000000000195e+00 4.190999999999999837e+00 4.190999999999999837e+00 4.190999999999999837e+00 4.411385966610908440e+02 1.118135779970000021e+00 2.500000000000000000e+01
8.737574779999908060e+03 1.003001217452332616e+00 2.322033904318661444e-03 9.900000000000000355e+00 -3.620000000000000107e+00 4.795499999999999652e+00 4.795499999999999652e+00 4.795499999999999652e+00 4.455233966279029687e+02 1.117920063499999950e+00 2.500000000000000000e+01
8.737575209999922663e+03 1.001038243803465067e+00 2.300028494011611534e-03 9.419999999999999929e+00 -3.149999999999999911e+00 4.197300000000000253e+00 4.197300000000000253e+00 4.197300000000000253e+00 4.455359966278076627e+02 1.117709480570000080e+00 2.500000000000000000e+01
8.737575650000013411e+03 1.002013296031362799e+00 2.304994021726352801e-03 9.380000000000000782e+00 -3.339999999999999858e+00 4.303799999999999848e+00 4.303799999999999848e+00 4.303799999999999848e+00 4.447799966335296631e+02 1.117504116799999947e+00 2.500000000000000000e+01
8.737576080000028014e+03 9.978865199595380320e-01 2.297606214508258159e-03 9.029999999999999361e+00 -3.640000000000000124e+00 4.136999999999999567e+00 4.136999999999999567e+00 4.136999999999999567e+00 4.430663966464996406e+02 1.117303493649999924e+00 2.500000000000000000e+01
8.737576510000042617e+03 1.001721160538744826e+00 2.298941040566271354e-03 9.279999999999999361e+00 -3.339999999999999858e+00 4.039299999999999891e+00 4.039299999999999891e+00 4.039299999999999891e+00 4.404203966665268126e+02 1.117106932620000048e+00 2.500000000000000000e+01
8.737576940000057220e+03 9.974889938460808070e-01 2.295424938977197547e-03 9.330000000000000071e+00 -3.759999999999999787e+00 4.315000000000000391e+00 4.315000000000000391e+00 4.315000000000000391e+00 4.393619966745376360e+02 1.116915301959999995e+00 2.500000000000000000e+01
8.737577370000071824e+03 9.976712976795647503e-01 2.295384566867955060e-03 9.619999999999999218e+00 -2.890000000000000124e+00 4.212299999999999933e+00 4.212299999999999933e+00 4.212299999999999933e+00 4.389083966779708703e+02 1.116728654080000105e+00 2.500000000000000000e+01
8.737577810000162572e+03 9.957750849790311110e-01 2.304288441213992247e-03 8.470000000000000639e+00 -2.629999999999999893e+00 4.698299999999999699e+00 4.698299999999999699e+00 4.698299999999999699e+00 4.429907966470718179e+02 1.116546550140000038e+00 2.500000000000000000e+01
8.737578240000177175e+03 1.000687327290382234e+00 2.308502325647884129e-03 8.939999999999999503e+00 -3.799999999999999822e+00 4.368500000000000050e+00 4.368500000000000050e+00 4.368500000000000050e+00 4.440239966392516635e+02 1.116369022490000029e+00 2.500000000000000000e+01
8.737578670000191778e+03 9.991584529399432091e-01 2.302261490813028565e-03 9.160000000000000142e+00 -2.390000000000000124e+00 4.068100000000000271e+00 4.068100000000000271e+00 4.068100000000000271e+00 4.448051966333388805e+02 1.116196525229999903e+00 2.500000000000000000e+01
8.737579100000206381e+03 9.963665328650027631e-01 2.303391970437196432e-03 9.109999999999999432e+00 -3.200000000000000178e+00 4.474999999999999645e+00 4.474999999999999645e+00 4.474999999999999645e+00 4.428899966478347778e+02 1.116028829410000034e+00 2.500000000000000000e+01
8.737579539999831468e+03 9.987148587946147460e-01 2.297829833010688570e-03 9.199999999999999289e+00 -2.660000000000000142e+00 4.038800000000000168e+00 4.038800000000000168e+00 4.038800000000000168e+00 4.402187966680526756e+02 1.115865826450000098e+00 2.500000000000000000e+01
8.737579969999846071e+03 1.002077309749036971e+00 2.302265301943003106e-03 9.480000000000000426e+00 -2.540000000000000036e+00 4.362400000000000055e+00 4.362400000000000055e+00 4.362400000000000055e+00 4.351913967061042854e+02 1.115704733789999903e+00 2.500000000000000000e+01
8.737580409999936819e+03 1.002981156332251711e+00 2.297101059136942482e-03 8.720000000000000639e+00 -3.109999999999999876e+00 4.102999999999999758e+00 4.102999999999999758e+00 4.102999999999999758e+00 4.311845967364311036e+02 1.115551369999999931e+00 2.500000000000000000e+01
8.737580839999951422e+03 1.000953890327740847e+00 2.295771577933233658e-03 9.630000000000000782e+00 -3.549999999999999822e+00 4.400999999999999801e+00 4.400999999999999801e+00 4.400999999999999801e+00 4.240151967906951427e+02 1.115403086479999972e+00 2.500000000000000000e+01
8.737581269999966025e+03 9.945674914199212902e-01 2.272769447874847457e-03 9.599999999999999645e+00 -3.490000000000000213e+00 3.923299999999999788e+00 3.923299999999999788e+00 3.923299999999999788e+00 4.227047968006134511e+02 1.115259678929999998e+00 2.500000000000000000e+01
8.737581699999980628e+03 9.990926843540179902e-01 2.267725217201795995e-03 9.960000000000000853e+00 -3.140000000000000124e+00 3.686100000000000154e+00 3.686100000000000154e+00 3.686100000000000154e+00 4.215329968094825972e+02 1.115116786490000012e+00 2.500000000000000000e+01
8.737582140000071377e+03 9.979644761320440871e-01 2.269779512003096151e-03 8.619999999999999218e+00 -3.109999999999999876e+00 3.731899999999999995e+00 3.731899999999999995e+00 3.731899999999999995e+00 4.247459967851639249e+02 1.114982399569999894e+00 2.500000000000000000e+01
8.737582580000162125e+03 1.005063983409889561e+00 2.310060593947881394e-03 8.880000000000000782e+00 -2.979999999999999982e+00 4.746199999999999974e+00 4.746199999999999974e+00 4.746199999999999974e+00 4.280093967604636873e+02 1.114852897970000090e+00 2.500000000000000000e+01
8.737583010000176728e+03 9.991811576384868054e-01 2.296646933548612390e-03 9.609999999999999432e+00 -3.569999999999999840e+00 4.558500000000000441e+00 4.558500000000000441e+00 4.558500000000000441e+00 4.309199967384338379e+02 1.114727903399999942e+00 2.500000000000000000e+01
8.737583440000191331e+03 9.989061429465577735e-01 2.294132431573843445e-03 9.980000000000000426e+00 -2.729999999999999982e+00 4.633300000000000196e+00 4.633300000000000196e+00 4.633300000000000196e+00 4.329485967230796746e+02 1.114607195809999896e+00 2.500000000000000000e+01
8.737583870000205934e+03 1.001250291678029258e+00 2.288833624366609296e-03 9.439999999999999503e+00 -2.470000000000000195e+00 4.248499999999999943e+00 4.248499999999999943e+00 4.248499999999999943e+00 4.292819967508315813e+02 1.114491711020000109e+00 2.500000000000000000e+01
8.737584309999831021e+03 9.988862770942317226e-01 2.277997677569807908e-03 8.980000000000000426e+00 -2.939999999999999947e+00 3.975000000000000089e+00 3.975000000000000089e+00 3.975000000000000089e+00 4.251239967823028110e+02 1.114381092139999918e+00 2.500000000000000000e+01
8.737584739999845624e+03 1.000184884355806547e+00 2.281295387923192725e-03 9.279999999999999361e+00 -3.169999999999999929e+00 4.052299999999999791e+00 4.052299999999999791e+00 4.052299999999999791e+00 4.232843967962264742e+02 1.114274986849999927e+00 2.500000000000000000e+01
8.737585169999860227e+03 1.005787424238223871e+00 2.284372126359854229e-03 9.859999999999999432e+00 -3.359999999999999876e+00 4.009199999999999875e+00 4.009199999999999875e+00 4.009199999999999875e+00 4.225787968015670799e+02 1.114173696189999951e+00 2.500000000000000000e+01
8.737585609999950975e+03 1.002925093692483838e+00 2.280502681355568977e-03 9.150000000000000355e+00 -3.879999999999999893e+00 3.898099999999999898e+00 3.898099999999999898e+00 3.898099999999999898e+00 4.210163968133926460e+02 1.114076862389999922e+00 2.500000000000000000e+01
8.737586039999965578e+03 9.981376064855673746e-01 2.270732165748685742e-03 9.070000000000000284e+00 -3.459999999999999964e+00 3.849400000000000155e+00 3.849400000000000155e+00 3.849400000000000155e+00 4.175513968396186897e+02 1.113982258430000094e+00 2.500000000000000000e+01
8.737586480000056326e+03 9.987526543635147913e-01 2.266799370567357079e-03 8.919999999999999929e+00 -2.919999999999999929e+00 3.792400000000000215e+00 3.792400000000000215e+00 3.792400000000000215e+00 4.140737968659400963e+02 1.113892885310000080e+00 2.500000000000000000e+01
8.737586930000223219e+03 9.983583752985487614e-01 2.264234329184658216e-03 9.390000000000000568e+00 -2.839999999999999858e+00 3.839500000000000135e+00 3.839500000000000135e+00 3.839500000000000135e+00 4.145021968626976445e+02 1.113810748599999956e+00 2.500000000000000000e+01
8.737587359999772161e+03 1.002774464043270530e+00 2.274788912734048308e-03 8.220000000000000639e+00 -3.200000000000000178e+00 4.166199999999999903e+00 4.166199999999999903e+00 4.166199999999999903e+00 4.104953968930244628e+02 1.113733497529999950e+00 2.500000000000000000e+01
8.737587789999786764e+03 1.001679878990713979e+00 2.281030785654039085e-03 9.460000000000000853e+00 -2.950000000000000178e+00 4.588899999999999757e+00 4.588899999999999757e+00 4.588899999999999757e+00 4.072193969178199495e+02 1.113660751919999914e+00 2.500000000000000000e+01
