# JD_UTC, Flux, Err, XShift, YShift, FWHM_X,  FWHM_Y, FWHM, SKY, AIRMASS, ExpTime
8.638463640000209125e+03 9.909598492339669606e-01 2.819294036742555146e-03 -1.060000000000000053e+00 -9.899999999999999911e-01 2.221600000000000019e+00 2.221600000000000019e+00 2.221600000000000019e+00 4.286600000000000250e+02 1.005951210519999917e+00 3.000000000000000000e+01
8.638464159999970434e+03 9.855606884492920106e-01 2.810700498630535043e-03 -1.060000000000000053e+00 -7.600000000000000089e-01 2.293899999999999828e+00 2.293899999999999828e+00 2.293899999999999828e+00 4.337699999999999818e+02 1.006147828880000095e+00 3.000000000000000000e+01
8.638464680000210137e+03 9.879994432850119912e-01 2.818852529313933993e-03 -5.400000000000000355e-01 -7.700000000000000178e-01 2.299900000000000055e+00 2.299900000000000055e+00 2.299900000000000055e+00 4.377400000000000091e+02 1.006355245950000032e+00 3.000000000000000000e+01
8.638465210000049410e+03 9.914800854326000223e-01 2.825276889342785008e-03 -9.699999999999999734e-01 -7.299999999999999822e-01 2.347300000000000164e+00 2.347300000000000164e+00 2.347300000000000164e+00 4.341499999999999773e+02 1.006566496400000066e+00 3.000000000000000000e+01
8.638465720000209330e+03 9.882573415740679712e-01 2.820886881778500790e-03 -1.000000000000000000e+00 -7.700000000000000178e-01 2.218500000000000139e+00 2.218500000000000139e+00 2.218500000000000139e+00 4.331000000000000227e+02 1.006789899689999990e+00 3.000000000000000000e+01
8.638466250000059517e+03 9.834571521799190252e-01 2.828899872735198082e-03 -1.310000000000000053e+00 -1.110000000000000098e+00 2.419299999999999784e+00 2.419299999999999784e+00 2.419299999999999784e+00 4.327099999999999795e+02 1.007004215520000079e+00 3.000000000000000000e+01
8.638466740000059872e+03 9.830663825547519830e-01 2.826352302791741190e-03 -1.100000000000000089e+00 -1.250000000000000000e+00 2.318599999999999994e+00 2.318599999999999994e+00 2.318599999999999994e+00 4.224499999999999886e+02 1.007214717419999905e+00 3.000000000000000000e+01
8.638467199999840886e+03 9.938262788981550022e-01 2.855990034481812895e-03 -1.229999999999999982e+00 -1.540000000000000036e+00 2.377899999999999903e+00 2.377899999999999903e+00 2.377899999999999903e+00 4.175000000000000000e+02 1.007432154710000027e+00 3.000000000000000000e+01
8.638467660000080286e+03 9.846879701102569937e-01 2.829047077310433127e-03 -1.439999999999999947e+00 -1.310000000000000053e+00 2.312699999999999978e+00 2.312699999999999978e+00 2.312699999999999978e+00 4.198100000000000023e+02 1.007655870520000052e+00 3.000000000000000000e+01
8.638468129999939265e+03 9.873773378681810486e-01 2.844097005599417922e-03 -1.389999999999999902e+00 -1.679999999999999938e+00 2.652899999999999814e+00 2.652899999999999814e+00 2.652899999999999814e+00 4.218500000000000227e+02 1.007885802649999940e+00 3.000000000000000000e+01
8.638468590000180484e+03 9.929808479014190503e-01 2.849796733861379144e-03 -1.810000000000000053e+00 -1.429999999999999938e+00 2.562500000000000000e+00 2.562500000000000000e+00 2.562500000000000000e+00 4.277599999999999909e+02 1.008123237269999972e+00 3.000000000000000000e+01
8.638469060000030368e+03 9.909542431769300386e-01 2.845454374378263065e-03 -1.570000000000000062e+00 -1.919999999999999929e+00 2.694300000000000139e+00 2.694300000000000139e+00 2.694300000000000139e+00 4.309399999999999977e+02 1.008366259620000038e+00 3.000000000000000000e+01
8.638469519999809563e+03 9.929493498240029581e-01 2.850564701162878068e-03 -1.689999999999999947e+00 -2.149999999999999911e+00 2.630500000000000060e+00 2.630500000000000060e+00 2.630500000000000060e+00 4.313000000000000114e+02 1.008615753690000005e+00 3.000000000000000000e+01
8.638469980000050782e+03 9.889142625280680221e-01 2.833608281796004113e-03 -2.189999999999999947e+00 -2.229999999999999982e+00 2.646700000000000053e+00 2.646700000000000053e+00 2.646700000000000053e+00 4.334700000000000273e+02 1.008870997630000099e+00 3.000000000000000000e+01
8.638470449999909761e+03 9.870868106939429953e-01 2.836997985428994003e-03 -1.909999999999999920e+00 -2.790000000000000036e+00 2.530600000000000183e+00 2.530600000000000183e+00 2.530600000000000183e+00 4.327500000000000000e+02 1.009132684609999941e+00 3.000000000000000000e+01
8.638470910000149161e+03 9.825651373438619718e-01 2.883338630402096890e-03 -2.350000000000000089e+00 -2.160000000000000142e+00 3.338999999999999968e+00 3.338999999999999968e+00 3.338999999999999968e+00 4.272300000000000182e+02 1.009402712660000034e+00 3.000000000000000000e+01
8.638471380000000863e+03 9.863574395497819447e-01 2.857027776891615106e-03 -1.290000000000000036e+00 -2.419999999999999929e+00 3.095200000000000173e+00 3.095200000000000173e+00 3.095200000000000173e+00 4.267099999999999795e+02 1.009678382679999986e+00 3.000000000000000000e+01
8.638471839999780059e+03 9.929910661148410034e-01 2.848994960012183122e-03 -1.989999999999999991e+00 -2.540000000000000036e+00 2.789899999999999824e+00 2.789899999999999824e+00 2.789899999999999824e+00 4.264800000000000182e+02 1.009959932299999918e+00 3.000000000000000000e+01
8.638472300000019459e+03 9.904409000733099822e-01 2.823750974400037091e-03 -2.160000000000000142e+00 -2.540000000000000036e+00 2.589700000000000113e+00 2.589700000000000113e+00 2.589700000000000113e+00 4.293899999999999864e+02 1.010248272139999903e+00 3.000000000000000000e+01
8.638472769999880256e+03 9.853761389848629815e-01 2.809192079602256063e-03 -2.229999999999999982e+00 -2.290000000000000036e+00 2.604000000000000092e+00 2.604000000000000092e+00 2.604000000000000092e+00 4.285600000000000023e+02 1.010543427330000021e+00 3.000000000000000000e+01
8.638473230000119656e+03 9.882733574469999560e-01 2.807560532440024972e-03 -2.060000000000000053e+00 -2.810000000000000053e+00 2.553799999999999848e+00 2.553799999999999848e+00 2.553799999999999848e+00 4.278100000000000023e+02 1.010845299879999937e+00 3.000000000000000000e+01
8.638500980000009804e+03 9.890194842434210099e-01 2.857839590320804864e-03 1.290000000000000036e+00 -9.550000000000000711e+00 2.879500000000000171e+00 2.879500000000000171e+00 2.879500000000000171e+00 4.240500000000000114e+02 1.041363360749999911e+00 3.000000000000000000e+01
8.638501540000079331e+03 9.907225152379010025e-01 2.865034182317277838e-03 1.159999999999999920e+00 -9.400000000000000355e+00 3.270999999999999908e+00 3.270999999999999908e+00 3.270999999999999908e+00 4.238600000000000136e+02 1.042083699980000056e+00 3.000000000000000000e+01
8.638501999999860345e+03 9.871251766869320043e-01 2.846338292175442167e-03 -1.340000000000000080e+00 -9.799999999999999822e-01 2.618399999999999839e+00 2.618399999999999839e+00 2.618399999999999839e+00 4.229499999999999886e+02 1.042815572589999906e+00 3.000000000000000000e+01
8.638502460000110659e+03 9.853885664543280409e-01 2.830568499503360001e-03 -1.040000000000000036e+00 -5.899999999999999689e-01 2.537100000000000133e+00 2.537100000000000133e+00 2.537100000000000133e+00 4.229900000000000091e+02 1.043554273180000047e+00 3.000000000000000000e+01
8.638502929999960543e+03 9.911095445062969578e-01 2.847132932743582940e-03 -1.070000000000000062e+00 -4.799999999999999822e-01 2.690900000000000070e+00 2.690900000000000070e+00 2.690900000000000070e+00 4.161499999999999773e+02 1.044300760050000054e+00 3.000000000000000000e+01
8.638503390000199943e+03 9.845431128144800370e-01 2.839824857894183117e-03 -1.209999999999999964e+00 -1.010000000000000009e+00 2.641199999999999992e+00 2.641199999999999992e+00 2.641199999999999992e+00 4.101499999999999773e+02 1.045055790289999953e+00 3.000000000000000000e+01
8.638503849999979138e+03 9.873170246290859930e-01 2.852283082895029978e-03 -9.300000000000000488e-01 -8.900000000000000133e-01 2.753200000000000092e+00 2.753200000000000092e+00 2.753200000000000092e+00 4.061200000000000045e+02 1.045818925979999925e+00 3.000000000000000000e+01
8.638504319999830841e+03 9.958809016394679636e-01 2.845844640583349971e-03 -9.200000000000000400e-01 -9.599999999999999645e-01 2.553700000000000081e+00 2.553700000000000081e+00 2.553700000000000081e+00 4.065099999999999909e+02 1.046589512840000014e+00 3.000000000000000000e+01
8.638506769999859898e+03 9.847412261782010345e-01 2.838543581527927170e-03 -1.879999999999999893e+00 -1.083999999999999986e+01 2.800300000000000011e+00 2.800300000000000011e+00 2.800300000000000011e+00 4.001600000000000250e+02 1.050790099759999929e+00 3.000000000000000000e+01
8.638508359999859749e+03 9.942551118804979771e-01 2.855333262959953988e-03 -2.259999999999999787e+00 -1.132000000000000028e+01 2.749899999999999789e+00 2.749899999999999789e+00 2.749899999999999789e+00 3.952500000000000000e+02 1.053627206889999890e+00 3.000000000000000000e+01
8.638508820000099149e+03 9.888072876275280088e-01 2.845780948592825828e-03 -2.529999999999999805e+00 -1.135999999999999943e+01 2.681400000000000006e+00 2.681400000000000006e+00 2.681400000000000006e+00 3.970899999999999750e+02 1.054471172580000005e+00 3.000000000000000000e+01
8.638509279999880164e+03 9.900769254675499953e-01 2.846168703831002209e-03 -2.709999999999999964e+00 -1.166999999999999993e+01 2.767300000000000093e+00 2.767300000000000093e+00 2.767300000000000093e+00 4.000099999999999909e+02 1.055322476139999965e+00 3.000000000000000000e+01
8.638509750000199347e+03 9.969980942140099778e-01 2.869192361326567201e-03 -2.620000000000000107e+00 -1.200999999999999979e+01 2.789600000000000080e+00 2.789600000000000080e+00 2.789600000000000080e+00 3.980400000000000205e+02 1.056170958799999893e+00 3.000000000000000000e+01
8.638510199999900578e+03 9.972793870729049770e-01 2.871270911610428189e-03 -2.270000000000000018e+00 -1.224000000000000021e+01 2.800300000000000011e+00 2.800300000000000011e+00 2.800300000000000011e+00 3.892699999999999818e+02 1.057037769699999963e+00 3.000000000000000000e+01
8.638510670000219761e+03 9.916230283308540283e-01 2.854832532065686938e-03 -2.890000000000000124e+00 -1.275999999999999979e+01 2.812100000000000044e+00 2.812100000000000044e+00 2.812100000000000044e+00 3.850799999999999841e+02 1.057911857579999948e+00 3.000000000000000000e+01
8.638511130000000776e+03 9.900812780751230280e-01 2.852269869752380952e-03 -2.830000000000000071e+00 -1.291999999999999993e+01 2.704800000000000093e+00 2.704800000000000093e+00 2.704800000000000093e+00 3.867900000000000205e+02 1.058796832929999931e+00 3.000000000000000000e+01
8.638511589999779972e+03 9.901225281156970093e-01 2.861888072555867062e-03 -2.279999999999999805e+00 -1.291999999999999993e+01 2.814599999999999991e+00 2.814599999999999991e+00 2.814599999999999991e+00 3.924399999999999977e+02 1.059689551159999965e+00 3.000000000000000000e+01
8.638512060000099154e+03 9.944395589258310242e-01 2.873005556833607959e-03 -2.250000000000000000e+00 -1.327999999999999936e+01 2.783900000000000041e+00 2.783900000000000041e+00 2.783900000000000041e+00 3.999700000000000273e+02 1.060590926279999957e+00 3.000000000000000000e+01
8.638512519999869255e+03 9.937216985230410415e-01 2.864593781402496007e-03 -2.830000000000000071e+00 -1.378999999999999915e+01 2.684000000000000163e+00 2.684000000000000163e+00 2.684000000000000163e+00 4.035199999999999818e+02 1.061499161830000038e+00 3.000000000000000000e+01
8.638512980000119569e+03 9.961995506058399785e-01 2.876557454238125918e-03 -2.169999999999999929e+00 -1.384999999999999964e+01 2.784400000000000208e+00 2.784400000000000208e+00 2.784400000000000208e+00 3.989300000000000068e+02 1.062416452739999961e+00 3.000000000000000000e+01
8.638513449999969453e+03 9.911157664840950510e-01 2.895354468543161891e-03 -1.370000000000000107e+00 -1.415000000000000036e+01 3.257699999999999818e+00 3.257699999999999818e+00 3.257699999999999818e+00 3.938399999999999750e+02 1.063340480679999978e+00 3.000000000000000000e+01
8.638513910000210672e+03 9.988226898004649579e-01 3.031096837765266932e-03 -6.300000000000000044e-01 -1.433000000000000007e+01 4.320100000000000051e+00 4.320100000000000051e+00 4.320100000000000051e+00 3.890400000000000205e+02 1.064270634639999935e+00 3.000000000000000000e+01
8.638514369999989867e+03 9.920691674789300363e-01 2.886944371400029883e-03 -1.179999999999999938e+00 -1.446000000000000085e+01 2.681500000000000217e+00 2.681500000000000217e+00 2.681500000000000217e+00 3.905899999999999750e+02 1.065198360239999920e+00 3.000000000000000000e+01
8.638514829999770882e+03 9.951690535386420455e-01 2.888862161392515959e-03 -6.800000000000000488e-01 -1.475999999999999979e+01 2.577599999999999891e+00 2.577599999999999891e+00 2.577599999999999891e+00 3.982400000000000091e+02 1.066145306359999934e+00 3.000000000000000000e+01
8.638515290000010282e+03 9.966062941179130164e-01 2.890450742977678216e-03 -5.600000000000000533e-01 -1.465000000000000036e+01 2.474099999999999966e+00 2.474099999999999966e+00 2.474099999999999966e+00 4.060199999999999818e+02 1.067100819480000018e+00 3.000000000000000000e+01
8.638515749999789477e+03 9.931830552656010225e-01 2.887959850097843086e-03 -1.600000000000000033e-01 -1.441000000000000014e+01 2.516700000000000159e+00 2.516700000000000159e+00 2.516700000000000159e+00 4.066499999999999773e+02 1.068064452150000010e+00 3.000000000000000000e+01
8.638516220000110479e+03 9.970138128544839828e-01 2.907460560796617209e-03 2.399999999999999911e-01 -1.426999999999999957e+01 2.754100000000000215e+00 2.754100000000000215e+00 2.754100000000000215e+00 4.004300000000000068e+02 1.069039245299999941e+00 3.000000000000000000e+01
8.638516679999880580e+03 9.919727693124620327e-01 2.875091019421638968e-03 6.400000000000000133e-01 -1.416000000000000014e+01 2.425199999999999800e+00 2.425199999999999800e+00 2.425199999999999800e+00 3.939700000000000273e+02 1.070020307320000086e+00 3.000000000000000000e+01
8.638517140000130894e+03 9.843803293765379658e-01 2.850951005604813061e-03 4.600000000000000200e-01 -1.407000000000000028e+01 2.393400000000000194e+00 2.393400000000000194e+00 2.393400000000000194e+00 3.930500000000000114e+02 1.071009218379999961e+00 3.000000000000000000e+01
8.638517599999899176e+03 9.908810924886219951e-01 2.854901553269686976e-03 1.010000000000000009e+00 -1.409999999999999964e+01 2.417300000000000004e+00 2.417300000000000004e+00 2.417300000000000004e+00 3.951000000000000227e+02 1.072007016469999963e+00 3.000000000000000000e+01
8.638518070000220177e+03 9.912469284229900035e-01 2.860005478361439101e-03 1.310000000000000053e+00 -1.399000000000000021e+01 2.432100000000000151e+00 2.432100000000000151e+00 2.432100000000000151e+00 3.947099999999999795e+02 1.073013966079999992e+00 3.000000000000000000e+01
8.638518529999999373e+03 9.880707822149680242e-01 2.859748723648599875e-03 1.830000000000000071e+00 -1.377999999999999936e+01 2.481899999999999995e+00 2.481899999999999995e+00 2.481899999999999995e+00 3.914900000000000091e+02 1.074029256690000045e+00 3.000000000000000000e+01
8.638518989999780388e+03 9.930145548551130297e-01 2.875681174532707021e-03 2.120000000000000107e+00 -1.440000000000000036e+01 2.657700000000000173e+00 2.657700000000000173e+00 2.657700000000000173e+00 3.934800000000000182e+02 1.075051812929999961e+00 3.000000000000000000e+01
8.638519450000019788e+03 9.973224244966699681e-01 2.890237153354404190e-03 2.140000000000000124e+00 -1.406000000000000050e+01 2.720299999999999940e+00 2.720299999999999940e+00 2.720299999999999940e+00 4.009499999999999886e+02 1.076084661469999926e+00 3.000000000000000000e+01
8.638519919999880585e+03 9.899042373658160088e-01 2.880240578052916788e-03 2.580000000000000071e+00 -1.366999999999999993e+01 2.799399999999999888e+00 2.799399999999999888e+00 2.799399999999999888e+00 4.064800000000000182e+02 1.077125210469999983e+00 3.000000000000000000e+01
8.638520380000119985e+03 9.847642365618860527e-01 2.862650225154684831e-03 2.649999999999999911e+00 -1.371000000000000085e+01 2.573799999999999866e+00 2.573799999999999866e+00 2.573799999999999866e+00 4.045699999999999932e+02 1.078149525509999984e+00 3.000000000000000000e+01
8.638520829999819398e+03 9.846185217356889785e-01 2.849407400208012978e-03 3.089999999999999858e+00 -1.400999999999999979e+01 2.478000000000000203e+00 2.478000000000000203e+00 2.478000000000000203e+00 4.018799999999999955e+02 1.079208654309999904e+00 3.000000000000000000e+01
8.638521300000140400e+03 9.874258516977869604e-01 2.856452348604363901e-03 3.310000000000000053e+00 -1.408000000000000007e+01 2.543200000000000127e+00 2.543200000000000127e+00 2.543200000000000127e+00 4.078299999999999841e+02 1.080274989559999899e+00 3.000000000000000000e+01
8.638521759999919595e+03 9.848993249746780254e-01 2.863917301556336004e-03 3.149999999999999911e+00 -1.393999999999999950e+01 2.648899999999999810e+00 2.648899999999999810e+00 2.648899999999999810e+00 4.182599999999999909e+02 1.081350212620000084e+00 3.000000000000000000e+01
8.638522220000160814e+03 9.870385060606039485e-01 2.874072334768352881e-03 3.180000000000000160e+00 -1.407000000000000028e+01 2.583299999999999930e+00 2.583299999999999930e+00 2.583299999999999930e+00 4.156999999999999886e+02 1.082432347099999914e+00 3.000000000000000000e+01
8.638522679999940010e+03 9.869422916909209587e-01 2.861196239224806075e-03 3.689999999999999947e+00 -1.407000000000000028e+01 2.635299999999999976e+00 2.635299999999999976e+00 2.635299999999999976e+00 4.089300000000000068e+02 1.083526953460000053e+00 3.000000000000000000e+01
8.638523149999789894e+03 9.906359061956120371e-01 2.935615690787094119e-03 3.729999999999999982e+00 -1.380000000000000071e+01 3.201499999999999790e+00 3.201499999999999790e+00 3.201499999999999790e+00 4.117699999999999818e+02 1.084638551879999913e+00 3.000000000000000000e+01
